,Body Name,IMAGE,Product Tags: Body,Core Body Number,TAG: Body,id
334,Oversized Buttondown Shirt,SCmOJbIKSR69DUZcXZfq_Screen%20Shot%202018-04-02%20at%203.35.31%20PM.png (https://dl.airtable.com/g9gzvnsRRjqLR0r6ttLf_SCmOJbIKSR69DUZcXZfq_Screen%2520Shot%25202018-04-02%2520at%25203.35.31%2520PM.png),,KT-3030,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, Body Top 3, Length Medium, Sleeve None, ",reckp228ZdCShDoC5
335,Organza T-Shirt,EL8jm3iaQTG466uRv7Xp_Screen%20Shot%202018-06-26%20at%2011.11.28%20AM.png (https://dl.airtable.com/VsnUn3OFTacxWRfas2iQ_EL8jm3iaQTG466uRv7Xp_Screen%2520Shot%25202018-06-26%2520at%252011.11.28%2520AM.png),,TS-3006,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recysh9RORv1yslwy
336,Open-back Jess Tee,5PnpJ8KIRxKZGGnGZ2mW_Screen%20Shot%202018-02-28%20at%2012.22.28%20PM.png (https://dl.airtable.com/NCZjFidnQ6evBKueckOd_5PnpJ8KIRxKZGGnGZ2mW_Screen%2520Shot%25202018-02-28%2520at%252012.22.28%2520PM.png),,KT-3024,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recF1y0FgMueYAKqE
337,One Shoulder Gaucho Romper,6q1Zr7XdTeOd4FwnCuzK_ONE%20SHOULDER%20GOUCHO%20ROMPER.jpg (https://dl.airtable.com/9uge0xLdRGqSR0RorGYP_6q1Zr7XdTeOd4FwnCuzK_ONE%2520SHOULDER%2520GOUCHO%2520ROMPER.jpg),,TK-2026,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recESjbjnvygPfpX8
338,Olivia Skirt,Y7qq0zP9Rpm9a26CnXgu_Screen%20Shot%202017-08-21%20at%204.54.28%20PM.png (https://dl.airtable.com/KWgQniQ6RR2KVmlFIpI3_Y7qq0zP9Rpm9a26CnXgu_Screen%2520Shot%25202017-08-21%2520at%25204.54.28%2520PM.png),,KT-1001,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec92ELzIwCN3Fsp8
339,Off The Shoulder Midi Dress,o3wbWHiTUqDf2XdN1Js3_Screen%20Shot%202018-10-26%20at%2011.45.31%20AM.png (https://dl.airtable.com/fUCAtMI4QTaUMFR2pUpu_o3wbWHiTUqDf2XdN1Js3_Screen%2520Shot%25202018-10-26%2520at%252011.45.31%2520AM.png),,TK-6065,"Body Dress 6, Fit Relaxed, Use Day, Use Evening, Use Weekend, Use Occasion, Neck None/Open, Length Long, Detail Cuff Elastic, Detail Ruffle, Detail Soft, Detail Waist Elastic",recF5qPb2NghIcS5f
340,Off the Shoulder Maxi Dress,K6SlIAKiSTaGQoObDfbE_maxi.jpg (https://dl.airtable.com/bGT4lG2nSNCGE4chA1YK_K6SlIAKiSTaGQoObDfbE_maxi.jpg),,TK-6073,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recKvhZPoELEM7gCq
341,Off the Shoulder Flounce Top,fVqmK5WORQCU1tbUo0VG_Screen%20Shot%202018-01-24%20at%201.07.43%20PM.png (https://dl.airtable.com/xKxZwC8ETxOjd4V5nrQT_fVqmK5WORQCU1tbUo0VG_Screen%2520Shot%25202018-01-24%2520at%25201.07.43%2520PM.png),,TK-3016,"Body Top 3, Fit Relaxed, Use Day, Use Weekend, Use Holiday, Neck None/Open, Length Short, Sleeve 3/4, Detail Cuff Elastic, Detail Collar, Detail Waist Elastic, Detail Ruffle",recqIB2gzLiksfuaX
342,NOT YOUR BITCH,LvMmOp2TDC0k5U1of20T_gz9XPRFqQgh4lsxkLWHn_large_17F2-8.jpg (https://dl.airtable.com/rbjfIAHuQVy81EQKR2N9_LvMmOp2TDC0k5U1of20T_gz9XPRFqQgh4lsxkLWHn_large_17F2-8.jpg),,NF-2000,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recQQtaeYpVeQFGnL
343,NOT YOUR BITCH,3cpsjALgTDO53SHdVNMA_17S2-3.jpg (https://dl.airtable.com/rSTVSy1jSuC8CTPDJCbv_3cpsjALgTDO53SHdVNMA_17S2-3.jpg),,NF-2000,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, Body Top 3, Length Medium, Detail Gathering, ",recjG8l7EetXX1UlX
344,NOT BASIC,JLVcNexSmyx539R3k8ug_17F1-31.jpg (https://dl.airtable.com/F2Oa7kxsQTyHb3IecBY9_JLVcNexSmyx539R3k8ug_17F1-31.jpg),,NF-3002,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recPbieTxGqE4smZs
345,Nora Sweatshirt,oP6Pw1rtTlGbbTuSVFCO_Screen%20Shot%202017-08-21%20at%204.56.13%20PM.png (https://dl.airtable.com/UeWKyfSaSTCrp2wmKep3_oP6Pw1rtTlGbbTuSVFCO_Screen%2520Shot%25202017-08-21%2520at%25204.56.13%2520PM.png),,KT-3006,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recVGaQ3qGtG4YoZE
346,nicole is testing,K5uga9vwST6qFgZ2b9tV_zara-grey-blue-piped-coated-jeans-product-1-4782843-080219277.jpeg (https://dl.airtable.com/7CVPf9v5ToKlnW8vTVq2_K5uga9vwST6qFgZ2b9tV_zara-grey-blue-piped-coated-jeans-product-1-4782843-080219277.jpeg),,NS-1000,,recTHq3o3NoRH1ClJ
347,NF19S1-5 RAVEN,ppR98o0vRNG6SRqPlBai_Screen%20Shot%202018-10-24%20at%203.49.08%20PM.jpg (https://dl.airtable.com/adYd7BoeQPGMI0FHSqOO_ppR98o0vRNG6SRqPlBai_Screen%2520Shot%25202018-10-24%2520at%25203.49.08%2520PM.jpg),,NF-3006,"Use Day, Use Weekend, Use Work, Fit Relaxed, Use Evening, Detail Soft, Body Top 3, Length Medium, ",recz4LijL2WEW6KwQ
348,NF SS19 Maryam 19S1-2,SMlLnDVESI2GyYYu0TOp_PastedGraphic-36.tiff (https://dl.airtable.com/tAaM81cqTu2UszcGhppW_SMlLnDVESI2GyYYu0TOp_PastedGraphic-36.tiff),,NF-30,,reckJvradXHh3OC2a
349,New Blazer,,,TK-4000,,reclspz2YpBzC78oR
350,Muscle Tee,xv4RyhSnTCe6v5kTnu6z_Screen%20Shot%202018-11-01%20at%206.47.26%20PM.jpg (https://dl.airtable.com/5EFfhS7kRNqo11x4HgkD_xv4RyhSnTCe6v5kTnu6z_Screen%2520Shot%25202018-11-01%2520at%25206.47.26%2520PM.jpg),,RM-3010,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",recHYAK4Q2nIc4C0D
351,Moto Jacket,fuZvqkPQEa7PUhx6doaN_IMG_5763.JPG (https://dl.airtable.com/ga5gFVZSsOtXPvkdKVzA_fuZvqkPQEa7PUhx6doaN_IMG_5763.JPG),,RM-4000,"Use Day, Use Work, Detail Soft, Body Top 3, Use Weekend, Use Evening, Neck V, Sleeve 3/4, ",recSTm1ZqqRQf3cPW
352,Mock Neck Sweater,hn0SozuZRtWZqpoy3R0s_TK-3067-MOCK%20NECK%20SWEATER.jpg (https://dl.airtable.com/7Z2ubuGQtKP0nXmNnWfQ_hn0SozuZRtWZqpoy3R0s_TK-3067-MOCK%2520NECK%2520SWEATER.jpg),,TK-3067,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Body Top 3, Length Medium, Detail Gathering, ",recrHAnLTj2Q1DNH2
353,MISS BALL,K83DeJCpSs2Gg8RUPuqt_17F3-9MISSBALL.jpg (https://dl.airtable.com/EJxO7OwUTKWDzBXnVtCQ_K83DeJCpSs2Gg8RUPuqt_17F3-9MISSBALL.jpg),,NF-1000,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec75dIWqXFVDWXuz
354,Mini Palazzo - (lining/pockets),PsDPuWilQwWMNLg7H6ja_Screen%20Shot%202018-10-22%20at%202.25.04%20PM.png (https://dl.airtable.com/Mp8G34KlRyS6GMIohjhq_PsDPuWilQwWMNLg7H6ja_Screen%2520Shot%25202018-10-22%2520at%25202.25.04%2520PM.png),,TS-2021,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recucyhYg98gn3fPu
355,Mini Palazzo,GUs2eM07QXWZQN75519J_Mini%20Palazzo%20Sketch.pdf (https://dl.airtable.com/NyP9Y3t3QrqZPAvcASxZ_GUs2eM07QXWZQN75519J_Mini%2520Palazzo%2520Sketch.pdf),,TS-2003,,recNM0HAyU5IauBbu
356,Midi Tee Dress,5hGI7tpFTGKg45YEnrom_Screen%20Shot%202017-11-29%20at%202.40.00%20PM.png (https://dl.airtable.com/vkA34Nd4Tkuqpg6t47Qz_5hGI7tpFTGKg45YEnrom_Screen%2520Shot%25202017-11-29%2520at%25202.40.00%2520PM.png),,KT-6012,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recgBhd3BBIZLynJ8
357,Midi Tank Dress,rpbNbNITcmVN5wiuV7DA_Screen%20Shot%202018-04-02%20at%203.40.39%20PM.png (https://dl.airtable.com/jDbcMbO1RjCu5GtOnPT5_rpbNbNITcmVN5wiuV7DA_Screen%2520Shot%25202018-04-02%2520at%25203.40.39%2520PM.png),,KT-6005,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec1PTEouT5huutAP
358,Men's Button-Up Shirt,zdGJN5OLQoGB7hvEJYca_1c6438bf38b88b43f0c5e52e1fd29c3b--technical-drawings-photoshop.jpg (https://dl.airtable.com/7G10aiXIS5uKpY4SfVUk_zdGJN5OLQoGB7hvEJYca_1c6438bf38b88b43f0c5e52e1fd29c3b--technical-drawings-photoshop.jpg),,RS-3006,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, Body Top 3, Detail Gathering, Sleeve None, ",recn6OWds56fBeRp4
359,Meena Jumpsuit,ENOnoJd7RnWx1ZwbnJpY_Screen%20Shot%202018-12-06%20at%203.50.29%20PM.png (https://dl.airtable.com/Zr42KxqS4qI6HqvhzmAY_ENOnoJd7RnWx1ZwbnJpY_Screen%2520Shot%25202018-12-06%2520at%25203.50.29%2520PM.png),,KT-2021,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recOGKyh6QW0ZSr5s
360,Maxi Skirt With Pockets,ZkA7QYqQFqG3mTBjiT5K_maxi.jpg (https://dl.airtable.com/bxHWMEEMRn6DlQW0uDcN_ZkA7QYqQFqG3mTBjiT5K_maxi.jpg),,TK-1000,"Body Top 3, Use Day, Length Medium, Use Work, Fit Relaxed, ",rec6HmjYCy16eJCiq
361,Marta Dress,ncPUn2CREuv4MMdFy1Bw_Screen%20Shot%202018-11-01%20at%206.48.50%20PM.jpg (https://dl.airtable.com/ylvlsvVdRyeb7HJ5fRMX_ncPUn2CREuv4MMdFy1Bw_Screen%2520Shot%25202018-11-01%2520at%25206.48.50%2520PM.jpg),,RM-6003,"Use Day, Use Work, Body Top 3, Length Medium, Use Weekend, ",recFr51TSIpYqekJM
362,Market Tote,9SnHlpwJTgyuxz0XAck3_BAG.jpg (https://dl.airtable.com/tGNIJoj0TWVeplpHnKHH_9SnHlpwJTgyuxz0XAck3_BAG.jpg),,JR-8005,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recI8YcHSewFLY25h
363,Market Dress Elastic Side Seam,vEZpipigRBWHC3GISb9t_market.jpg (https://dl.airtable.com/hXTwamK9RzmhVjwZSVdH_vEZpipigRBWHC3GISb9t_market.jpg),,TK-6090,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Detail Waist Elastic, ",recz9GOcfcZjv00Gy
364,Market Dress Bias Side Seam,RBpBYztCTLyuwAtRNr8F_market.jpg (https://dl.airtable.com/eMl5uEeYQcCOwZs8s1Oy_RBpBYztCTLyuwAtRNr8F_market.jpg),,TK-6091,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec95skfbMhVI2xDt
365,Market Dress - New,ibgemD4QS36P4EPsg2vp_market.jpg (https://dl.airtable.com/u4HQV7RhR9SDqUyuqBSs_ibgemD4QS36P4EPsg2vp_market.jpg),,TK-6088,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Detail Waist Elastic, ",recOQ9lAlBViSBCZ9
366,Magnum Palazzo (No Lining/Pockets),DTqxn2kSD6otse69VC10_Screen%20Shot%202018-09-06%20at%2011.44.39%20AM.png (https://dl.airtable.com/yHgIicE8QHSqJBVgucBK_DTqxn2kSD6otse69VC10_Screen%2520Shot%25202018-09-06%2520at%252011.44.39%2520AM.png),,TS-2020,"Use Day, Fit Relaxed, Use Work, Detail Soft, Use Weekend, ",rec3s1m4VDhIiJBL0
367,Magnum Palazzo - CHR,6nytBJyESzKtwXbkSBu4_Screen%20Shot%202018-05-10%20at%203.03.14%20PM.png (https://dl.airtable.com/wNNQCg9ASFytfzFo8T9f_6nytBJyESzKtwXbkSBu4_Screen%2520Shot%25202018-05-10%2520at%25203.03.14%2520PM.png),,TS-2009,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recXGU5z62s3o44Rz
368,Magnum Palazzo,7ddKN45ATH2NbCwS5ZUY_Magnum%20Palazzo%20Sketch.pdf (https://dl.airtable.com/zK77wbPkSuW7uEk364K9_7ddKN45ATH2NbCwS5ZUY_Magnum%2520Palazzo%2520Sketch.pdf),,TS-2002,,recx85dyOM55eCe6d
369,LS Turtleneck Tee,mIbO61yUTdO51Pqba23R_Screen%20Shot%202017-09-26%20at%203.15.08%20PM.png (https://dl.airtable.com/FjHESd9mRseSUmVCJsoE_mIbO61yUTdO51Pqba23R_Screen%2520Shot%25202017-09-26%2520at%25203.15.08%2520PM.png),,KT-3012,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rec9fjIlKDOxWFSoG
370,LS Crewneck Tee,0ZEwjUIIToex8MoyVs8j_Screen%20Shot%202017-09-26%20at%203.11.41%20PM.png (https://dl.airtable.com/kEyQilXTpW879Y3205eN_0ZEwjUIIToex8MoyVs8j_Screen%2520Shot%25202017-09-26%2520at%25203.11.41%2520PM.png),,KT-3009,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recK9dzBtz9Pxsv4h
371,LS Cotton Tunic,Thod4cP3S8WLy6xC74Yw_Screen%20Shot%202017-12-08%20at%207.15.48%20PM.png (https://dl.airtable.com/y0LLViy6QH2a5Z9vYY49_Thod4cP3S8WLy6xC74Yw_Screen%2520Shot%25202017-12-08%2520at%25207.15.48%2520PM.png),,KT-3018,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",recHWEwbNtVcQwk5H
372,LS Cobie Blouse,YXgXXCiKQcWlEGN00MjA_Screen%20Shot%202017-09-26%20at%203.13.05%20PM.png (https://dl.airtable.com/KKxVet7HS86d1fpMl7s2_YXgXXCiKQcWlEGN00MjA_Screen%2520Shot%25202017-09-26%2520at%25203.13.05%2520PM.png),,KT-3011,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",receUo6kTfI4DfxiE
373,LS Brady Dress,y8Me126S4eXHwj0uRguz_Screen%20Shot%202017-11-29%20at%202.46.40%20PM.png (https://dl.airtable.com/DrziLjFSQVOX7bjY4nnH_y8Me126S4eXHwj0uRguz_Screen%2520Shot%25202017-11-29%2520at%25202.46.40%2520PM.png),,KT-6013,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recPyVjkL0F9nL24O
374,Long Slip Dress,ZyzPXWquS861ColohQSW_Screen%20Shot%202018-07-10%20at%202.22.23%20PM.png (https://dl.airtable.com/R7uijmvRa26MHapnpgfc_ZyzPXWquS861ColohQSW_Screen%2520Shot%25202018-07-10%2520at%25202.22.23%2520PM.png),,TK-6086,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, ",recb2zQWlDomoUnw9
375,Long Sleeve V Neck Jumpsuit ,qBt5cwjvTGFFQRnNSJQf_Screen%20Shot%202018-06-14%20at%203.41.02%20PM.png (https://dl.airtable.com/sseWiWDIQU26Bec0VhAV_qBt5cwjvTGFFQRnNSJQf_Screen%2520Shot%25202018-06-14%2520at%25203.41.02%2520PM.png),,TK-2031,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, Fit Relaxed, Sleeve None, Length Medium, ",recVyGoo3gABtafbI
376,Long Sleeve Tee,pTh0gm9FRlqcdLA202Nm_RM-LONG%20SLEEVE.jpg (https://dl.airtable.com/rxuQhrhFQviWBdpM9pEs_pTh0gm9FRlqcdLA202Nm_RM-LONG%2520SLEEVE.jpg),,RM-3005,"Use Day, Use Weekend, Fit Relaxed, Use Work, Neck None/Open, ",rec0oRgjTHyj2aKz2
377,Long Sleeve Sleep Shirt ,TD3wPGEnS9Oqle3ApsKi_Screen%20Shot%202018-07-10%20at%202.29.17%20PM.png (https://dl.airtable.com/0hDAGCiuRf9TO0vlZ0Yu_TD3wPGEnS9Oqle3ApsKi_Screen%2520Shot%25202018-07-10%2520at%25202.29.17%2520PM.png),,TK-3079,"Use Day, Use Weekend, Sleeve None, Fit Relaxed, Use Work, ",recekm0Ly6lagYebs
378,Long Sleeve Polo Blouse With Slits,41HfxFyAQrONsVSoQ5w7_TK%203025%20LONG%20SLEEVE%20POLO%20BLOUSE.jpg (https://dl.airtable.com/PyPVVapBTgm4oKVWFtcz_41HfxFyAQrONsVSoQ5w7_TK%25203025%2520LONG%2520SLEEVE%2520POLO%2520BLOUSE.jpg),,TK-3069,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Use Evening, Neck V, Length Medium, Sleeve Long, Detail Collar, Detail Cuff Band, Detail Gathering, Detail Soft",recprSArpuXD6Ah04
379,Long Sleeve Keyhole Blouse ,qhwe33RTtuMZnhMXhzyQ_IMG_9930.jpg (https://dl.airtable.com/FNTwOrGXQKO4xRvGETZ9_qhwe33RTtuMZnhMXhzyQ_IMG_9930.jpg),,TK-3070,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Use Evening, Neck Crew, Length Medium, Sleeve Long, Detail Collar, Detail Cuff Band, Detail Gathering, Detail Soft",recRjdeDuWAUQF1OI
380,Long Sleeve Chelsea Midi Dress,Q40ecS04QQOzQ2zw6zod_Screen%20Shot%202018-10-15%20at%2012.32.42%20PM.png (https://dl.airtable.com/IT78NROQQ2253Vd9fec2_Q40ecS04QQOzQ2zw6zod_Screen%2520Shot%25202018-10-15%2520at%252012.32.42%2520PM.png),,TK-6089,"Body Dress 6, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve Long, Detail Cuff Elastic, Detail Gathering, Detail Soft, Detail Waist Elastic",recdMz9NFYzEdrkss
381,Long Sleeve Chelsea Dress,YufgJgeyRcWnI1E8qbdU_Screen%20Shot%202018-10-26%20at%2012.28.02%20PM.png (https://dl.airtable.com/ZBzsvKQehRpEYViZ24Qf_YufgJgeyRcWnI1E8qbdU_Screen%2520Shot%25202018-10-26%2520at%252012.28.02%2520PM.png),,TK-6082,"Body Dress 6, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length Long, Detail Cuff Elastic, Detail Gathering, Detail Waist Elastic, Detail Soft",recTZ6F4n0AZvunF9
382,Long Cargo Dress Jacket,P6eZOGWRAi40i7PLC0ZY_Screen%20Shot%202018-01-04%20at%208.13.01%20PM.png (https://dl.airtable.com/LTbVgImfTgWU60QnCpnQ_P6eZOGWRAi40i7PLC0ZY_Screen%2520Shot%25202018-01-04%2520at%25208.13.01%2520PM.png),,KT-6021,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recL2LKMCooqvWfJT
383,Lola Top,lC2DQXRFQ6mQHzG7FjEG_Screen%20Shot%202018-10-15%20at%206.19.42%20PM.png (https://dl.airtable.com/XnjD1YbOQuyl9YkDOPSw_lC2DQXRFQ6mQHzG7FjEG_Screen%2520Shot%25202018-10-15%2520at%25206.19.42%2520PM.png),,TK-3052,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck Crew, Length Medium, Sleeve Short, Detail Gathering, Detail Ruffle, Detail Soft",recDL7BofIU9AYk9P
384,Lola Dress,ksxNPFlSTbS6ATXRn6kG_Screen%20Shot%202018-10-26%20at%2012.49.59%20PM.png (https://dl.airtable.com/oXA3HRmTRO2k9f8jn2jT_ksxNPFlSTbS6ATXRn6kG_Screen%2520Shot%25202018-10-26%2520at%252012.49.59%2520PM.png),,TK-6075,"Body Dress 6, Fit Full, Use Day, Use Work, Use Evening, Use Weekend, Neck Crew, Length 3/4, Sleeve Short, Detail Gathering, Detail Ruffle, Detail Soft",recQDNB6IwJJmjYSD
385,Logan Sweatshirt,mcI7nbPGRHmUspvIUswf_Screen%20Shot%202017-10-09%20at%205.09.00%20PM.png (https://dl.airtable.com/MvHtEraCQHe2kHC2xkjw_mcI7nbPGRHmUspvIUswf_Screen%2520Shot%25202017-10-09%2520at%25205.09.00%2520PM.png),,KT-3017,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recvTxR7n9UMMxYJl
386,Lizzie Dress,uNTiadxRraY2v8bzp4TQ_Screen%20Shot%202018-11-01%20at%206.50.15%20PM.jpg (https://dl.airtable.com/uP7piAZSMeMzyYsdwdWr_uNTiadxRraY2v8bzp4TQ_Screen%2520Shot%25202018-11-01%2520at%25206.50.15%2520PM.jpg),,RM-6004,"Use Day, Use Work, Detail Soft, Body Top 3, Use Weekend, Length Medium, Fit Relaxed, Sleeve None, ",recW8qaj5vhaJ384M
387,LISA,GFROoeStzdXkMScLViQm_17F2-19.jpg (https://dl.airtable.com/ieMdS7uwTn2T6zsT9CS2_GFROoeStzdXkMScLViQm_17F2-19.jpg),,NF-2004,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec3Mbjw6DtDmXGhB
388,Lil Girl Dress,,,TK-6045,,recD213yYhOo3kQys
389,Leggings,Qigk7rCtQHahjsYB4Qa9_Screen%20Shot%202018-05-03%20at%2012.22.21%20PM.png (https://dl.airtable.com/qLW0aV56QLLp1HbOAVoQ_Qigk7rCtQHahjsYB4Qa9_Screen%2520Shot%25202018-05-03%2520at%252012.22.21%2520PM.png),,KT-2016,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, ",rec0Al5YkJuiSooqr
390,Leah Vest,GljgoO0RdyCt9tsv7sDb_Screen%20Shot%202017-10-04%20at%202.48.58%20PM.png (https://dl.airtable.com/ZHKVBXdQfOEtfDffsSpJ_GljgoO0RdyCt9tsv7sDb_Screen%2520Shot%25202017-10-04%2520at%25202.48.58%2520PM.png),,KT-3015,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recYO3tZmunvNPMwS
391,Leah Sheath,GvkStHCQTYObwVpxnphC_Screen%20Shot%202017-09-13%20at%2010.33.02%20AM.png (https://dl.airtable.com/E1zGLJETRKMteqeBjE4C_GvkStHCQTYObwVpxnphC_Screen%2520Shot%25202017-09-13%2520at%252010.33.02%2520AM.png),,KT-6006,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",receVcxTvXdob3XLI
392,Lawrence Test Tshirt,,,RS-3002,,rec5eOIeQLCTUEODh
393,Lawrence Short Sleeve Button Up,EJGOAGh5Tryiz0O3HEOA_lawss.JPG (https://dl.airtable.com/pZ0WCijS4SSoWzNHlfh1_EJGOAGh5Tryiz0O3HEOA_lawss.JPG),,RS-3014,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recHy3RXN3d4BWKry
394,Lawrence Long Sleeve Button Up,MmhjAmL3S7CGes7hZC10_TcsyVa18QQ2VRwZ833Rk_full_shirt-4.jpg (https://dl.airtable.com/hRyHHW8ASsyor2BBrdek_MmhjAmL3S7CGes7hZC10_TcsyVa18QQ2VRwZ833Rk_full_shirt-4.jpg),,RS-3003,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",recjRIuTpbjANI9uV
395,Lawrence Lenihan - Silverlake,tAgDZw3XSom9sidKrr3b_wyoming.jpg (https://dl.airtable.com/OyJayf7jTOQOqIKAnxrn_tAgDZw3XSom9sidKrr3b_wyoming.jpg),,JR-3003,"Use Day, Fit Relaxed, Use Work, Detail Soft, Use Weekend, ",rec79BtJhbDCzUZfU
396,Lawrence Dries Van Noten Shirt,lhAIt8DTsqAHM7mfpVEQ_shirt-drawing-1.jpg (https://dl.airtable.com/mJbXmGiJQzSLeSGQdxzf_lhAIt8DTsqAHM7mfpVEQ_shirt-drawing-1.jpg),,RS-3009,"Use Day, Use Weekend, Use Work, Body Top 3, Length Medium, ",rec1oKrGLUCNeMWEN
397,Lanzy Top,swGU2wyScSy8IdQIgVgn_Screen%20Shot%202018-11-01%20at%206.40.56%20PM.jpg (https://dl.airtable.com/7TkEJOrRMKssAT5o4ZqT_swGU2wyScSy8IdQIgVgn_Screen%2520Shot%25202018-11-01%2520at%25206.40.56%2520PM.jpg),,RM-3008,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, Sleeve None, Length Medium, Neck V, ",recR0sLdz1Z5x2wC5
398,Lace Up Corset,eghIsiTJy9X7rA7LeSFA_Lace%20Up%20Corset.pdf (https://dl.airtable.com/1tzvZhrsTBx6Z7VgfzNQ_eghIsiTJy9X7rA7LeSFA_Lace%2520Up%2520Corset.pdf),,TS-3001,,recWbcZw27bRehEXj
399,LA DONNA,gbrKForRQvGgk3ucNLoQ_17F5-9.jpg (https://dl.airtable.com/1XrkTX42Qamxq9dYtu5B_gbrKForRQvGgk3ucNLoQ_17F5-9.jpg),,NF-5002,"Use Day, Use Weekend, Use Work, Detail Soft, Body Top 3, ",rec9etJVxNqoYSRk5
400,L/S TOP WITHOUT CUFF,UW0EB0SBK6osYyOAFy6w_Screen%20Shot%202018-06-20%20at%201.16.05%20PM.png (https://dl.airtable.com/R5Idqc3qSceSynqaUF4F_UW0EB0SBK6osYyOAFy6w_Screen%2520Shot%25202018-06-20%2520at%25201.16.05%2520PM.png),,CM-3011,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rectr1VbJGzusv6yr
401,L/S TOP,aQRl24ezSGiw3PhW9IEW_Screen%20Shot%202018-01-04%20at%204.25.29%20PM.png (https://dl.airtable.com/v8oSORbaSnN5d3EGBOEh_aQRl24ezSGiw3PhW9IEW_Screen%2520Shot%25202018-01-04%2520at%25204.25.29%2520PM.png),,CM-3001,"Use Day, Fit Relaxed, Use Weekend, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recw0ZYSRWJAnda9N
402,Knotted Tee,HyGTlnZQym3L7vriE2n1_Screen%20Shot%202018-02-28%20at%2012.00.21%20PM.png (https://dl.airtable.com/ubEkDzbMTeH7Cxqg2Uvl_HyGTlnZQym3L7vriE2n1_Screen%2520Shot%25202018-02-28%2520at%252012.00.21%2520PM.png),,KT-3021,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",recHVMBs2Qldtjpcm
