,Style Name,IMAGE,Resonance_code,TAGS: Material,TAGS: Color,TAGS: Body,id
3869, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Gray and Black Lmberjack PlaidK in Medium Brushed Cotton Flannel,cxJc3IqvTlGZ9BJpEL6C_JCRT_12.05.17_1-min.jpg (https://dl.airtable.com/hn3tsdebTzOLhg4EQvgy_cxJc3IqvTlGZ9BJpEL6C_JCRT_12.05.17_1-min.jpg),JR-3023 CTFLN GRAYMN,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Black, Secondary Gray, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recmDfQKGCBEW5aPG
3870, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Grandpas Haunted Attic Vintage Flannel Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN HAUNIX,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Black, Secondary Yellow, Field Small, Contrast High, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recCNOC14Ad9szpeq
3871, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Grandpas Fishermans Vintage Flannel Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN WRINYN,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Blue, Secondary Black, Field Large, Contrast Medium, Contrast Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recqvyOO7q8P4VTiw
3872, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Grandpa Luigi Vintage Flannel Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN INCONM,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Red, Secondary Ivory, Field Large, Contrast High, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recEzhhQa8zuCxiRY
3873, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Good Grief Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN GOODFO,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Yellow, Secondary Blue, Field Medium, Contrast High, Bright High","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recA2qQSa0EwZucsJ
3874, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Franklin Plaid in Oxford Cotton,,JR-3023 CTNOX FRANAY,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Primary Blue, Secondary Brown, Field Small, Field Medium, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recc3BVOKRCTblFck
3875, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Exorcist Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN XORCIV,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Black, Secondary Purple, Field Medium, Bright Low, Contrast Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recdhzLHx3M3zB7G4
3876, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Dune Plaid in Light Cotton Slub,TA009ThuTgOgGUQiEa9B_PEANUTSasdA.jpg (https://dl.airtable.com/8pZRqphTTlK3XLM9B5w0_TA009ThuTgOgGUQiEa9B_PEANUTSasdA.jpg),JR-3023 LTCSL DUNPQF,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Yellow, Secondary Blue, Field Medium, Contrast Medium, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recCC79cFFq7HkAwn
3877, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Dune Plaid in Light Cotton Slub,,JR-3023 LTCSL DUNPQF,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Yellow, Secondary Blue, Field Medium, Contrast Medium, Bright Medium",None,recYPUylEmRn0nTU6
3878, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The DPM Air Force Plaid in Oxford Cotton,aEq3pflBQYSXEI3hwGFh_The-DPM-Airforce-Plaid_Brooklyn_0_2500px.jpg (https://dl.airtable.com/TLmHkKS2QMOJsjiYfbJn_aEq3pflBQYSXEI3hwGFh_The-DPM-Airforce-Plaid_Brooklyn_0_2500px.jpg),JR-3023 CTNOX DPMAIB,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Primary Blue, Secondary Brown, Field Large, Contrast Medium, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recZijf1Zpky2nz3O
3879, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Disintegration Plaid in Light Cotton Slub,AHYNnQh9QIit1bKX83dO_disintegration.jpg (https://dl.airtable.com/NvTM4OT5QnCHZSZgpPKW_AHYNnQh9QIit1bKX83dO_disintegration.jpg),JR-3023 LTCSL DISINT,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Black, Secondary Green, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recWzzJYRAD7WcMmV
3880, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Debut Plaid in Light Cotton Slub,,JR-3023 LTCSL DBUTOK,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Gray, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recg4mtmtwluRRSCI
3881, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Clockwork Orange Plaid in Light Cotton Slub,7MYQpkEPTeK6j2jInr3B_8.20_JCRT21625oldsite.jpg (https://dl.airtable.com/UrYFZVIkTFyil3FAKo5y_7MYQpkEPTeK6j2jInr3B_8.20_JCRT21625oldsite.jpg),JR-3023 LTCSL CLOCKW,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Yellow, Secondary Blue, Field Large, Contrast High, Bright High","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recukknI3ahXy8uWC
3882, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Ceremony Plaid  in Light Cotton Slub,,JR-3023 LTCSL CEREMO,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Green, Primary Black, Field Large, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recCwqWP3LgnkQ318
3883, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Ceremony Plaid  in Light Cotton Slub,0TUBso6QiCnVqJqoLUzT_CEREMONY.jpg (https://dl.airtable.com/k55yAmFNSCSUcsw4IyzE_0TUBso6QiCnVqJqoLUzT_CEREMONY.jpg),JR-3023 LTCSL CEREMO,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Green, Primary Black, Field Large, Contrast Low, Bright Low",None,recyWEXspSYT3Jwcu
3884, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Brushed Grid Plaid in Light Weight Cotton,E4M9W4r4SXqg07ywJ7xL_8.20_JCRT21666oldsite.jpg (https://dl.airtable.com/KP8LttQ6mz8lxLZ5AhA0_E4M9W4r4SXqg07ywJ7xL_8.20_JCRT21666oldsite.jpg),JR-3023 CTW70 BRUSXY,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Genre Plaid, Primary Blue, Secondary Gray, Field Small, Contrast Low, Bright Low, Genre Trompe L'oeil","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recTHL6MFCgpVIgI8
3885, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Brown and Black Lumberjack Plaid in Medium Brushed Cotton Flannel,OamdzOEbQmWfyunf0pCP__0017_EmptyName%2018-min.jpg (https://dl.airtable.com/DyQJN4GcTRyhAKElR5Nh_OamdzOEbQmWfyunf0pCP__0017_EmptyName%252018-min.jpg),JR-3023 CTFLN RDANFE,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Red, Secondary Black, Field Large, Bright High, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recHBiyau0sXcXYil
3886, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Brave New (smale scale) World Plaid in Oxford Cotton,s97IZ3KxTOCWxF4zw6Gp_KT-6024-RYJ01-SKYBLD_2936web.jpg (https://dl.airtable.com/hbRC8h7BRKmlWJE0OB1y_s97IZ3KxTOCWxF4zw6Gp_KT-6024-RYJ01-SKYBLD_2936web.jpg),JR-3023 CTNOX BRAVBH,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Primary Blue, Secondary Blue, Field Small, Bright Low, Contrast Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recVvsbuFkPawzZd6
3887, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Brave New (smale scale) World Plaid in Oxford Cotton,,JR-3023 CTNOX BRAVBH,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Primary Blue, Secondary Blue, Field Small, Bright Low, Contrast Low",None,recc5hvvln08HWxCr
3888, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Bluemonday Plaid in Light Cotton Slub,DIoOGySevOcFeiyF7HAN_JCRT-MARCH-DROP1.jpg (https://dl.airtable.com/bS5TwUwuRH2cYunj7Cd5_DIoOGySevOcFeiyF7HAN_JCRT-MARCH-DROP1.jpg),JR-3023 LTCSL BLUMDO,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Blue, Field Small, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recSn3MIaAAJCR3rR
3889, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Blood Meridian Plaid in Medium Brushed Cotton Flannel,,JR-3023 CTFLN BLOORV,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Red, Secondary Yellow, Field Large, Bright High, Contrast High","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recJLWrwteZCBlnrT
3890, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Bleeding Lumberjack Plaid in Medium Brushed Cotton Flannel,0ALEwEHRQGagfiXFeoWC__0015_EmptyName%2020-min.jpg (https://dl.airtable.com/02CYtNWJQ3CzLo2aUTWp_0ALEwEHRQGagfiXFeoWC__0015_EmptyName%252020-min.jpg),JR-3023 CTFLN BLDIEK,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Secondary Black, Field Medium, Contrast Medium, Bright Medium, Primary Red","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recpJyw9JPdFxztUx
3891, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Bleckner Plaid in Light Cotton Slub,wKxr9JO6QB21devKsgTS_JCRT-MARCH-DqwedfROP.jpg (https://dl.airtable.com/lXTKQAKVQ46hvSpIJZug_wKxr9JO6QB21devKsgTS_JCRT-MARCH-DqwedfROP.jpg),JR-3023 LTCSL BLCKIR,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Black, Secondary Gray, Field Medium, Contrast Medium, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec2VS8b92PpFO6rT
3892, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Bladerunner Plaid in Light Cotton Slub,ogtrvcUqSufV3CMuSyZO_JCRT_7-min.jpg (https://dl.airtable.com/1XjdDewPShOw2JM0Pwua_ogtrvcUqSufV3CMuSyZO_JCRT_7-min.jpg),JR-3023 LTCSL BLADRW,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Charcoal, Secondary Red, Field Large, Contrast High, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recn9jF78ZZlydYRc
3893, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Black Watch Plaid in Medium Brushed Cotton Flannel,eFsH7GzKQ0SGNGqNgetn__0009_EmptyName%2034%20(1)-min.jpg (https://dl.airtable.com/pJC1CP56THixchtUM5fL_eFsH7GzKQ0SGNGqNgetn__0009_EmptyName%252034%2520(1)-min.jpg),JR-3023 CTFLN BLACHA,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Green, Secondary Blue, Field Medium, Contrast Medium, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recPWCDoZC0XbnSsK
3894, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Black Invisible Plaid  in Light Weight Cotton,,JR-3023 CTW70 BLACKG,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Genre Plaid, Primary Black, Secondary Gray, Field Large, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recyFtVmV66XFx9ta
3895, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Black and Blue Bleeding Lumberjack Plaid in Medium Brushed Cotton Flannel,hUfnvMNnRim206gK7mBN_JCRT_12.05.17_6-min.jpg (https://dl.airtable.com/fptDS9tfRgqgjLFRY4aM_hUfnvMNnRim206gK7mBN_JCRT_12.05.17_6-min.jpg),JR-3023 CTFLN BLACCR,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Blue, Secondary Black, Field Medium, Contrast Medium, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recfr9BMyBSn3kYam
3896, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Beagle Scout Plaid in Oxford Cotton,,JR-3023 CTNOX BAGLNA,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Genre Plaid, Primary Green, Secondary Red, Field Large, Bright Medium, Contrast Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",reczyK4P33Wvqm3Dl
3897, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Audi Plaid in Light Cotton Slub,,JR-3023 LTCSL AUDIJA,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Red, Secondary Gray, Field Large, Contrast High, Bright Medium","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recSKgVyKwIPOygvl
3898, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Army Navy Green Paradox Plaid in Light Weight Cotton,,JR-3023 CTW70 ARMYNS,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary Green, Field Solid","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recCTYq9F8ardA35x
3899, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Alien Plaid in Light Cotton Slub,okp2pOCiRKykFxosWK2K_JCRT_2-min.jpg (https://dl.airtable.com/WmeZAJoSmKrnbeK5ILHW_okp2pOCiRKykFxosWK2K_JCRT_2-min.jpg),JR-3023 LTCSL ALINPJ,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Green, Field Small, Contrast Low, Bright Medium, Secondary Black","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recvO3UU6dLhH5z1C
3900, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Age of Consent Plaid in Light Cotton Slub,G8yuGHRRriw3b4rSjQNv_ageofconsent.jpg (https://dl.airtable.com/kqG3zJaoQmqtAcWIihTl_G8yuGHRRriw3b4rSjQNv_ageofconsent.jpg),JR-3023 LTCSL AGECON,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Charcoal, Secondary Ivory, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recKKTzhuw3HYoNZ7
3901, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The Age of Consent Plaid in Light Cotton Slub,,JR-3023 LTCSL AGECON,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Genre Plaid, Primary Charcoal, Secondary Ivory, Field Medium, Contrast Low, Bright Low",None,recqpPnB4X2RJ4GWO
3902, Brooklyn fit: Tailored Long sleeve with hidden button and loop collar - The  Greek Army Special Forces Plaid in Medium Brushed Cotton Flannel,fiQxUJSzWFW82bgjTb9g_The-Greek-Army-Special-Forces-Plaid_Brooklyn_0_2500px.jpg (https://dl.airtable.com/Ty08L6KBTPKBUgiHc5Px_fiQxUJSzWFW82bgjTb9g_The-Greek-Army-Special-Forces-Plaid_Brooklyn_0_2500px.jpg),JR-3023 CTFLN GRKAPL,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Genre Plaid, Primary Gray, Field Medium, Contrast Low, Bright Low","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec0tdaF4jSKoxl63
3903, Brooklyn Camp Collar Shirt - The First Snow Plaid in Medium Brushed Cotton Flannel,,JR-3007 CTFLN BOWWOW,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel","Primary black, Secondary dimgrey,  Bright Low,  Contrast Low, Field Medium, Genre Floral","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recaRR6fQy7adWIeL
3904, Brooklyn Camp Collar Shirt -  in Medium Brushed Cotton Flannel,,JR-3007 CTFLN BGNVCH,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",rec3xGWDacsP6zbMF
3905, Brooklyn Camp Collar Shirt -  in Medium Brushed Cotton Flannel,,JR-3007 CTFLN MURMUR,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recLcPj04PZzczSXu
3906, Brooklyn Camp Collar Shirt -  in Medium Brushed Cotton Flannel,,JR-3007 CTFLN PNBGBL,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recZo4Fgxn7LAEUgu
3907, Brooklyn Camp Collar Shirt -  in Medium Brushed Cotton Flannel,,JR-3007 CTFLN CBOXBL,"Chief Cotton, GSM 130-160, Weave Woven Non Stretch, Type Plain, Type Flannel",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recnUAC9CZyxTyTzh
3908, Brea Track Pant - Purple Tonal Diamond in Crepe de Chine 16mm,,KT-2000 CDC16 PURPLR,"Chief Silk, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary Black, Secondary Purple, Field Large, Contrast High, Bright Medium, Genre Geometric","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recPUjfixn1t0zNI3
3909, Brea Track Pant - NAVY WITH PINK  WHITE STRIPE in Stretch Georgette,,KT-2000 SGT19 NAVYWA,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary lavenderblush, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recDYyvHvAH2IchTj
3910, Brea Track Pant -  in Stretch Georgette,,KT-2000 SGT19 ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette",,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recwNMdrhZtQAD1BZ
3911, Brea Kimono - Sea Tapestry in Viscose fabric,,KT-4000 VIC55 TAPSTF,"Chief Viscose, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary lightslategrey, Secondary black,  Bright Low,  Contrast Medium, Field Medium, Genre Floral","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recbynVWXrnJsoVtu
3912, Brea Kimono - Pink Pop Floral in Viscose fabric,,KT-4000 VIC55 PINKZN,"Chief Viscose, Weave Woven Non Stretch, GSM 130-160, Type Crepe","Primary indianred, Secondary lightgray,  Bright Medium,  Contrast Low, Field Large, Genre Happy","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",rec78bftCsG2q06kS
3913, Brea Kimono - Paisley Bird Placement for Brea Kimono in Stretch Georgette,,KT-4000 SGT19 PAISFC,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary darkslategray, Secondary darkgray,  Bright Medium,  Contrast Medium, Field Large, Genre Animal","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recr4WjzQYMuYqAR2
3914, Brea Kimono - Kennedy Stripes in Stretch Georgette,GZHuH1gGT5KMwOvmOKmf_Brea%20Kimono%20Kennedy%20Stripe%20Navy%20Front.jpg (https://dl.airtable.com/dzAlfDs2QJSHrMovaLnA_GZHuH1gGT5KMwOvmOKmf_Brea%2520Kimono%2520Kennedy%2520Stripe%2520Navy%2520Front.jpg),KT-4000 SGT19 NAVYBJ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary saddlebrown, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Geometric","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recVVOwgNvvG3W9uQ
3915, Brea Kimono - Kennedy Stripes in Rayon Jersey,,KT-4000 RYJ01 NAVYBJ,"Chief Rayon, GSM 130-160, Type Plain, Weave Woven Stretch","Primary saddlebrown, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Geometric","Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",rec9PhDmxfv8ECEYz
3916, Brea Cropped  - NAVY WITH BLUE  WHITE STRIPE in Stretch Georgette,,KT-2003 SGT19 NAVYWL,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary powderblue, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Geometric","Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",receiMA4DsffaVLeR
3917, Brea Cropped  - Navy w/Red  Rust Stripe in Stretch Georgette,VumsYCFBQFGHDhuFepl7_Brea%20Cropped%20Trackpant%20Navy%20Front.jpg (https://dl.airtable.com/Li3yKQAQToC9ZJhngCUQ_VumsYCFBQFGHDhuFepl7_Brea%2520Cropped%2520Trackpant%2520Navy%2520Front.jpg),KT-2003 SGT19 NAVYFW,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary saddlebrown, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Nature","Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",recnIJxWdlkzgEcJg
3918, Brea Cropped  - Multi Cells in Stretch Georgette,oK6hqvt1Txurp7oyvBx2_Brea%20Cropped%20Trackpant%20Multi-Cells%20Front.jpg (https://dl.airtable.com/rLvNFDulTGOS6jo41Ngk_oK6hqvt1Txurp7oyvBx2_Brea%2520Cropped%2520Trackpant%2520Multi-Cells%2520Front.jpg),KT-2003 SGT19 MULTIZ,"Chief Silk, Weave Woven Stretch, GSM 130-160, Type Georgette","Primary black, Secondary dimgrey,  Bright Low,  Contrast Low, Field Medium, Genre Jewel","Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",rechNrxB3oxpak71W
3919, Boy's Dress Shirt - minkoff_red in Light Cotton Slub,,RM-3002 LTCSL MINKAG,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Primary indianred,  Bright Medium,  Contrast Low, Field Medium, Genre Jewel","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recut8XJ3J1OetrGH
3920, Boy's Dress Shirt - minkoff_green in Light Weight Cotton,,RM-3002 CTW70 MINKHT,"Chief Cotton, Weave Woven Non Stretch, GSM <100, Type Twill","Primary seagreen,  Bright Medium,  Contrast Low, Field Large, Genre Floral","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rechR2vr0fW8Evsc3
3921, Boy's Dress Shirt - minkoff navy solid in Light Cotton Slub,,RM-3002 LTCSL MINKKI,"Chief Cotton, Weave Woven Non Stretch, GSM 100-130, Type Plain","Primary black,  Bright Low,  Contrast Low, Field Medium, Genre Animal","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recfsLXordfSCDAXJ
3922, Boy's Dress Shirt - Minkoff Mini-Pop Green and White on Black Background in Oxford Cotton,,RM-3002 CTNOX MINKAC,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Primary gainsboro, Secondary darkgreen,  Bright Medium,  Contrast Medium, Field Medium, Genre Animation","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",recGo19wy3GaoV21w
3923, Boy's Dress Shirt - Minkoff Mini-Pop Black Florals on White in Oxford Cotton,,RM-3002 CTNOX MINKYI,"Chief Cotton, Weave Woven Non Stretch, GSM 130-160, Type Plain","Primary whitesmoke, Secondary darkslategray,  Bright High,  Contrast Medium, Field Large, Genre Nature","Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, ",rec8QHC8Jdltrd1tw
