,Color_Name_,Color_Code,IMAGE,TAG: Color,id
853,NF Border Poem 50.5 Black G with Wh Scarf,NFBODV,CgGkQSoEQzCpOCFflMNu_Screen%20Shot%202018-09-28%20at%2012.03.22%20PM.jpg (https://dl.airtable.com/CJFylvKrS0CmOF6BHaVL_CgGkQSoEQzCpOCFflMNu_Screen%2520Shot%25202018-09-28%2520at%252012.03.22%2520PM.jpg),"Primary grey, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Happy",recPRGo3v5j5GyppP
854,GLITCHY GRID,GLITPT,rDBAAkp5Tnu50NPxpyMo_Screen%20Shot%202018-07-30%20at%201.12.09%20PM.png (https://dl.airtable.com/ziWowE9Qvyuk4vbB5Vni_rDBAAkp5Tnu50NPxpyMo_Screen%2520Shot%25202018-07-30%2520at%25201.12.09%2520PM.png),"Primary lightgray, Secondary white,  Bright High,  Contrast Low, Field Large, Genre Stripe",recPSx8wfqmrRTE5p
855,Green and Purple Basketball Court Print,GRNANM,zBmyxNQBS1K9y8olGhZg_Screen%20Shot%202017-05-11%20at%205.21.46%20PM.png (https://dl.airtable.com/UibwhMLETI2EXTpaH1Ot_zBmyxNQBS1K9y8olGhZg_Screen%2520Shot%25202017-05-11%2520at%25205.21.46%2520PM.png),"Primary darkslateblue, Secondary lightslategrey,  Bright Medium,  Contrast Low, Field Medium, Genre Jewel",recPU0LxwUbOQ9jWW
856,The Black Paradox Plaid,BLACJN,97K3yR7FSa2goxaHGbvI_Screen%20Shot%202017-09-14%20at%201.25.17%20PM.png (https://dl.airtable.com/Xk2cFelS5W5MUKkYGUK4_97K3yR7FSa2goxaHGbvI_Screen%2520Shot%25202017-09-14%2520at%25201.25.17%2520PM.png),"Primary black,  Bright Low,  Contrast Low, Field Large, Genre Animation",recPUPuPBX4ymwqnb
857,Creme and Cassis,CASSIS,jpj5QmbgQo43SHXkSWdB_Screen%20Shot%202017-06-19%20at%202.47.47%20PM.png (https://dl.airtable.com/ywxr37rkSsKCau3gyHg1_jpj5QmbgQo43SHXkSWdB_Screen%2520Shot%25202017-06-19%2520at%25202.47.47%2520PM.png),"Contrast High, Bright Medium, Genre Floral, Field Medium, Secondary Purple, Primary Ivory",recPVSEavYNBot0WL
858,GLITCHY ANORAK,GLITPZ,d0PMK9kIR62n3sFB6Ahf_Screen%20Shot%202018-07-17%20at%205.39.50%20PM.png (https://dl.airtable.com/252fObFTRgeV7n6VIyC4_d0PMK9kIR62n3sFB6Ahf_Screen%2520Shot%25202018-07-17%2520at%25205.39.50%2520PM.png),"Primary dimgrey, Secondary whitesmoke,  Bright High,  Contrast Medium, Field Large, Genre Jewel",recPYVxF1Fmm3YJh6
859,TIE DYE MAN BLUE,TIDYZN,VHScoG2ZRgCWPUGVWW8h_tie%20dye%20man%20blue.JPG (https://dl.airtable.com/R8ipE9N8QvWMBs1FndqB_VHScoG2ZRgCWPUGVWW8h_tie%2520dye%2520man%2520blue.JPG),"Primary lightskyblue, Secondary darkslateblue,  Bright High,  Contrast Low, Field Large, Genre Happy",recPZzku6cPeSPXAZ
860,Fluttering Raspberry Fans ,SHLRED,kwgxu568S4702hNz0NiA_Screen%20Shot%202017-05-08%20at%201.11.26%20PM.png (https://dl.airtable.com/Fs4g3hxTt6u0oKOLGAZQ_kwgxu568S4702hNz0NiA_Screen%2520Shot%25202017-05-08%2520at%25201.11.26%2520PM.png),"Primary Pink, Secondary Purple, Contrast Medium, Bright High, Genre Whimsy",recPbgNI1xqu92ZeZ
861,techno camo,TCHNGW,mHhFkd9uRQefXPcoI4D7_Screen%20Shot%202018-08-07%20at%203.46.27%20PM.png (https://dl.airtable.com/EvG3395TD6ZIq9fg5OLF_mHhFkd9uRQefXPcoI4D7_Screen%2520Shot%25202018-08-07%2520at%25203.46.27%2520PM.png),"Primary grey, Secondary whitesmoke,  Bright High,  Contrast Low, Field Large, Genre Nature",recPdTwu23C3tfWg1
862,WHITE,WHITDJ,MWz4uectTPSjqqZ3Wn9N_Screen%20Shot%202017-05-30%20at%2012.32.26%20PM.png (https://dl.airtable.com/khlxh1pURqmGYCXyjuLy_MWz4uectTPSjqqZ3Wn9N_Screen%2520Shot%25202017-05-30%2520at%252012.32.26%2520PM.png),"Primary darkslategray, Secondary silver,  Bright Medium,  Contrast Low, Field Large, Genre Plaid",recPr0B32HvluTvPb
863,GEOLINES,GOLILL,RUTLJbRXRBOyM07wet0N_Screen%20Shot%202018-08-16%20at%204.15.34%20PM.png (https://dl.airtable.com/pqUvBmCOTAm4AckmhBaT_RUTLJbRXRBOyM07wet0N_Screen%2520Shot%25202018-08-16%2520at%25204.15.34%2520PM.png),"Primary seagreen, Secondary darksalmon,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recPrbu42oHoewgF3
864,The Spring Navy Paradox Plaid,SPRIKT,vOaqTcVoT2eMSiw1YZPB_Screen%20Shot%202018-03-19%20at%2011.41.32%20AM.png (https://dl.airtable.com/24NmvLUUT76nkzt3SEsv_vOaqTcVoT2eMSiw1YZPB_Screen%2520Shot%25202018-03-19%2520at%252011.41.32%2520AM.png),"Primary Blue, Field Solid, Bright Low",recPrgIlBMnVyc4BH
865,Cerise,CRISUQ,r4awkXpgQf6XWS8vUvuI_Screen%20Shot%202017-05-09%20at%206.08.56%20PM.png (https://dl.airtable.com/TRuQ4hiJRL201VvxXLzN_r4awkXpgQf6XWS8vUvuI_Screen%2520Shot%25202017-05-09%2520at%25206.08.56%2520PM.png),"Primary maroon,  Bright Low,  Contrast Low, Field Large, Genre Plaid",recPsZRQlh3go5jzl
866,Purple Beads,PURPRB,ycZCXIwgTzm2tAHl3Z12_Screen%20Shot%202017-12-05%20at%205.50.11%20PM.png (https://dl.airtable.com/n46TVJ7cRZeedktgOkX8_ycZCXIwgTzm2tAHl3Z12_Screen%2520Shot%25202017-12-05%2520at%25205.50.11%2520PM.png),"Primary Yellow, Secondary Purple, Field Medium, Contrast High, Bright High, Genre Geometric",recPv2AK5wMweewWV
867,Midnight Dini's ,MIDNCA,TDXnH7QkmnfvOqalu75A_Screen%20Shot%202017-05-11%20at%2011.18.35%20AM.png (https://dl.airtable.com/QRD9TBTRvuJkBfI3kVt9_TDXnH7QkmnfvOqalu75A_Screen%2520Shot%25202017-05-11%2520at%252011.18.35%2520AM.png),"Primary Blue, Secondary Pink, Contrast Low, Bright Medium, Genre Floral",recPxI8BAaheZpvJ5
868,NF Border Poem 50.5 2Nike Scarf,NFBOCU,u1snpc91S5CaQHGuR9F9_2Nike%20Screen%20Shot%202018-09-28%20at%205.44.23%20PM.jpg (https://dl.airtable.com/X4geAkc4T2iKx61uJfGt_u1snpc91S5CaQHGuR9F9_2Nike%2520Screen%2520Shot%25202018-09-28%2520at%25205.44.23%2520PM.jpg),"Primary silver, Secondary dimgrey,  Bright High,  Contrast Low, Field Large, Genre Plaid",recPyXlQo1kAZYWbo
869,Rochambeau Black ,ROCHRQ,7pm0JBy6SDqXng3DTU3M_1024px-Black_from_a_camera.jpg (https://dl.airtable.com/w6EIWCvxToacEHkUVZiz_7pm0JBy6SDqXng3DTU3M_1024px-Black_from_a_camera.jpg),"Primary black,  Bright Low,  Contrast Low, Field Medium, Genre Animation",recPycXit7dmHUgEE
870,Bleached Teal Primrose,BLACYE,4claDvvTQhO53tOIoCTS_Screen%20Shot%202018-08-24%20at%2010.46.06%20AM.png (https://dl.airtable.com/gdebU1k1RDyZ8GU4cQY7_4claDvvTQhO53tOIoCTS_Screen%2520Shot%25202018-08-24%2520at%252010.46.06%2520AM.png),"Genre Floral, Primary Green, Secondary Ivory, Field Small, Contrast Low, Bright Medium",recQ0QCGYsSpwyV2v
871,The Russian Urban Kamush Plaid,RUSSUW,bB7NZ0w2Qk6VxlkGigsH_Screen%20Shot%202018-06-18%20at%201.43.36%20PM.png (https://dl.airtable.com/7Hb3rF0Qn6vl0YI6HvkW_bB7NZ0w2Qk6VxlkGigsH_Screen%2520Shot%25202018-06-18%2520at%25201.43.36%2520PM.png),"Primary grey, Secondary silver,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recQ1XhaVRoMNRVy7
872,The Marker Grid Plaid,MARKDA,JFxtfUMuSqECab9awdK1_Screen%20Shot%202018-01-03%20at%205.23.52%20PM.png (https://dl.airtable.com/5NtG9vsHTkeheHSgUnSM_JFxtfUMuSqECab9awdK1_Screen%2520Shot%25202018-01-03%2520at%25205.23.52%2520PM.png),"Primary darkgray, Secondary dimgrey,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recQ2yWSWBSStMoTS
873,White Fireworks,WHITOO,JO6ABUOcRvCzAFzxsxMQ_Screen%20Shot%202017-12-06%20at%2011.24.38%20AM.png (https://dl.airtable.com/Rp7aWzgRQPejnZuRsotm_JO6ABUOcRvCzAFzxsxMQ_Screen%2520Shot%25202017-12-06%2520at%252011.24.38%2520AM.png),"Primary White, Secondary Purple, Field Medium, Bright High, Genre Geometric",recQ378RSxuyz7wtT
874,Red Magnolia ,RDMAFZ,MoEjDUJzSYaicQc363rF_Screen%20Shot%202018-01-18%20at%205.39.59%20PM.png (https://dl.airtable.com/7FEcpfAwRySDsC0Oh0s6_MoEjDUJzSYaicQc363rF_Screen%2520Shot%25202018-01-18%2520at%25205.39.59%2520PM.png),"Primary Brown, Secondary Ivory, Field Medium, Bright Medium, Contrast High, Genre Floral, Genre Nature",recQ49MlGl75hEUTE
875,PRPS RLF,PRPSCD,v87vLkkvTzKsrxkqnijA_Screen%20Shot%202018-09-11%20at%209.49.07%20AM.jpg (https://dl.airtable.com/YNBoCBENQHS2swLeP3ik_v87vLkkvTzKsrxkqnijA_Screen%2520Shot%25202018-09-11%2520at%25209.49.07%2520AM.jpg),"Primary dimgrey, Secondary whitesmoke,  Bright Medium,  Contrast Low, Field Medium, Genre Jewel",recQ4swUIQTFvmUA1
876,Navy Jewel,NAVYNW,guQk1agSeimXPUV73vbj_Screen%20Shot%202018-07-17%20at%207.42.20%20PM.png (https://dl.airtable.com/oYvwc6ijTdWeooGyHo6Z_guQk1agSeimXPUV73vbj_Screen%2520Shot%25202018-07-17%2520at%25207.42.20%2520PM.png),"Primary black, Secondary lightgray,  Bright Low,  Contrast Low, Field Medium, Genre Nature",recQ5qdOHy9Sam5pR
877,JCRT Peanuts Label,JCRTZT,czkwLI9SNWtkq1kDVdOw_Image%20from%20iOS.jpg (https://dl.airtable.com/l9mweBXmR3m1Z2uMC8XL_czkwLI9SNWtkq1kDVdOw_Image%2520from%2520iOS.jpg),"Primary darkslategray, Secondary khaki,  Bright High,  Contrast Low, Field Medium, Genre Floral",recQ8iq1uiaZSBqKv
878,stripes repeat file,STRIFW,gEErbagSLO8heJTI4tRA_stripes%20repeat%20file.JPG (https://dl.airtable.com/mzZBq9EzRzOUQ0dcxjFS_gEErbagSLO8heJTI4tRA_stripes%2520repeat%2520file.JPG),"Primary blanchedalmond, Secondary cadetblue,  Bright High,  Contrast Low, Field Large, Genre Geometric",recQ9JVTGIfUBxwiU
879,Rust Dots D,RUSTTD,lL3vbWcYQjuaEFvSq3DE_Screen%20Shot%202018-07-24%20at%2012.30.59%20PM.jpg (https://dl.airtable.com/uEA9VpovQliCy2Whk7W4_lL3vbWcYQjuaEFvSq3DE_Screen%2520Shot%25202018-07-24%2520at%252012.30.59%2520PM.jpg),"Primary indianred, Secondary saddlebrown,  Bright Medium,  Contrast Low, Field Medium, Genre Floral",recQ9SioTq3t7JEuy
880,HELLODOTTY RB,HLLOJD,SBYCQ7xtTdGmzMzNyaqH_Screen%20Shot%202017-11-29%20at%205.17.48%20PM.png (https://dl.airtable.com/SzAWRId6QW6PQ1Yp62yX_SBYCQ7xtTdGmzMzNyaqH_Screen%2520Shot%25202017-11-29%2520at%25205.17.48%2520PM.png),"Primary blue, Secondary firebrick,  Bright Low,  Contrast Low, Field Large, Genre Nature",recQADmd8o0wT0LYa
881,composition a\b\c,COMPMJ,oMGTeBzOTZi1HLpfHs7c_Screen%20Shot%202018-07-24%20at%204.33.59%20PM.jpg (https://dl.airtable.com/hQW7IeafTiv3rm9Bdy1A_oMGTeBzOTZi1HLpfHs7c_Screen%2520Shot%25202018-07-24%2520at%25204.33.59%2520PM.jpg),"Primary gainsboro, Secondary dimgrey,  Bright High,  Contrast Low, Field Large, Genre Floral",recQEclzqbhSZLJle
882,off-white,OFFWOB,QYuSHBS5q1iBnkFOQCiQ_Screen%20Shot%202018-07-25%20at%205.16.53%20PM.jpg (https://dl.airtable.com/H4NnhWyGRFOL5yosYNSS_QYuSHBS5q1iBnkFOQCiQ_Screen%2520Shot%25202018-07-25%2520at%25205.16.53%2520PM.jpg),"Primary white,  Bright High,  Contrast Low, Field Large, Genre Jewel",recQFD2BQBbNs5baM
883,Jo'Burg,PAINML,E8EeuwiSVGJfrMlKhRNL_post%20card_zebras.jpg (https://dl.airtable.com/7RrIesUsQESRmg3sDlxl_E8EeuwiSVGJfrMlKhRNL_post%2520card_zebras.jpg),"Primary seashell, Secondary goldenrod,  Bright High,  Contrast Low, Field Large, Genre Whimsy",recQGEsNxiRUzIjD3
884,NF Sunburst 17.5 Black G with White Scarf,NFSUFW,rhujtDBQQgKT1qWtJZC1_Screen%20Shot%202018-09-28%20at%2011.55.08%20AM.jpg (https://dl.airtable.com/s47kYt7ITBWWP4hNFD5z_rhujtDBQQgKT1qWtJZC1_Screen%2520Shot%25202018-09-28%2520at%252011.55.08%2520AM.jpg),"Primary silver, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Happy",recQJPDZ0tG7ugwTA
885,The Linus Plaid Light,LINUHP,blRAGVWQbWYgT9H98iUE_Screen%20Shot%202018-02-19%20at%202.16.11%20PM.png (https://dl.airtable.com/WMp67oKFSreE5eUv9FBy_blRAGVWQbWYgT9H98iUE_Screen%2520Shot%25202018-02-19%2520at%25202.16.11%2520PM.png),"Primary skyblue, Secondary darkslateblue,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recQOlXcMYtmRCZug
886,Black Scarf Print,BLACKO,,,recQQUfxogxNYCwXU
887,Lantern Geo ,LANTZH,T9ypjaS7WM0SPKHNSgBd_Screen%20Shot%202018-08-09%20at%2011.24.13%20AM.png (https://dl.airtable.com/SjYvT4fhTV2n3sFfBUmI_T9ypjaS7WM0SPKHNSgBd_Screen%2520Shot%25202018-08-09%2520at%252011.24.13%2520AM.png),"Primary Blue, Secondary Blue, Field Small, Bright Low, Contrast Medium, Genre Geometric, Genre Trompe L'oeil",recQVQAJ9fnGY9u14
888,Gerda Floral ,GERDAW,XSkW9h0TIiq2X10oSz1g_Screen%20Shot%202017-05-11%20at%202.45.46%20PM.png (https://dl.airtable.com/78vKu2lVSDGCwRc8IrbN_XSkW9h0TIiq2X10oSz1g_Screen%2520Shot%25202017-05-11%2520at%25202.45.46%2520PM.png),"Primary Ivory, Secondary Green, Field Medium, Contrast Medium, Bright Medium, Genre Floral",recQYs4d5kltNJKkn
889,Blush Hydrangea,PINKLC,RBSJo4qoTESIZDWbFzt8_Screen%20Shot%202018-06-28%20at%201.45.33%20PM.png (https://dl.airtable.com/CLl4SPLUQxWbMwoVp6P6_RBSJo4qoTESIZDWbFzt8_Screen%2520Shot%25202018-06-28%2520at%25201.45.33%2520PM.png),"Primary Pink, Secondary Pink, Field Small, Contrast Medium, Bright Medium, Genre Floral, Genre Stripe",recQaz22Eg4iAppGs
890,Eyelet_16-1219_Sample,YLT_TE,ytDV1NE9SViKwEHf8EBB_16-1219.jpg (https://dl.airtable.com/VqVmnCzRemPPzQ8NGzcr_ytDV1NE9SViKwEHf8EBB_16-1219.jpg),"Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Jewel",recQbCEBW9CM89506
891,Pink Brush Strokes ,PINKFP,n4QOJexATFeg68OfMDps_Screen%20Shot%202018-10-14%20at%201.23.59%20PM.png (https://dl.airtable.com/4WXOPs28TW8j6T3KGcNG_n4QOJexATFeg68OfMDps_Screen%2520Shot%25202018-10-14%2520at%25201.23.59%2520PM.png),"Primary midnightblue, Secondary indianred,  Bright Low,  Contrast Low, Field Medium, Genre Jewel",recQcc19fkp04wfuE
892,Imperial Floral ,IMPRVW,rfOiBySVSrOfqhzSNgug_Screen%20Shot%202018-01-18%20at%205.36.09%20PM.png (https://dl.airtable.com/8pVqjRALQBqeFNfW41F3_rfOiBySVSrOfqhzSNgug_Screen%2520Shot%25202018-01-18%2520at%25205.36.09%2520PM.png),"Primary Yellow, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature, Secondary Ivory",recQdeMTNLrUUnJYU
893,Pocket bags - Sticks - Double Vertical,POCKUM,tJj7SOcyRluApyGRczZX_Screen%20Shot%202018-05-23%20at%2011.27.28%20AM.png (https://dl.airtable.com/bWkjjXA6TAunvtYYnzJQ_tJj7SOcyRluApyGRczZX_Screen%2520Shot%25202018-05-23%2520at%252011.27.28%2520AM.png),"Primary whitesmoke, Secondary silver,  Bright High,  Contrast Low, Field Large, Genre Jewel",recQm4PyWzy5DqxtQ
894,The Army Uniform Plaid-bias,ARMYFP,fjnFmflpQ0mEsmOeCBVk_tartan_a40f0.png (https://dl.airtable.com/C2B4ZcWSXq1NdIK1Lwfg_fjnFmflpQ0mEsmOeCBVk_tartan_a40f0.png),"Genre Plaid, Primary Brown, Contrast Low, Bright Low, Field Medium",recQn4jFP9Z9zdla8
895,TEST 07,TST0WT,eEslkcOT9ebSJpiBPONL_TEST%2007.png (https://dl.airtable.com/78yIL0RR7asFYfDlrTzV_eEslkcOT9ebSJpiBPONL_TEST%252007.png),"Primary teal,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recQoMpxyM9svq92J
896,NASA S/S TEE,NASADB,NOcyKjrRSazE5stnPv52_Screen%20Shot%202018-08-02%20at%202.32.46%20PM.png (https://dl.airtable.com/igYwJnZmSwaT0uhHuIQA_NOcyKjrRSazE5stnPv52_Screen%2520Shot%25202018-08-02%2520at%25202.32.46%2520PM.png),"Primary whitesmoke, Secondary lightslategrey,  Bright High,  Contrast Low, Field Large, Genre Nature",recQoNWO40oRwZEEH
897,Evolution of Mastery,VOLUXH,A5FliefgQnesFf8jUwum_evolution.JPG (https://dl.airtable.com/ekuQnXEnRQSsFk6JoeK2_A5FliefgQnesFf8jUwum_evolution.JPG),"Primary White, Secondary Black, Field Medium, Contrast High, Bright Medium",recQosEC6dOF5rery
898,NF Circles Repeat 3Fatigue,NFCIMC,0B2YsyFKQmaVi9v4Wmtj_3Fatigue%20Screen%20Shot%202018-09-28%20at%206.07.54%20PM.jpg (https://dl.airtable.com/ySNUWPCoT8qV3HtpiA30_0B2YsyFKQmaVi9v4Wmtj_3Fatigue%2520Screen%2520Shot%25202018-09-28%2520at%25206.07.54%2520PM.jpg),"Primary black, Secondary saddlebrown,  Bright Low,  Contrast Low, Field Large, Genre Stripe",recQpGgsyITTSA41j
899,BIG BLOOM,BIGBLO,sylqQ9bQQg6E0RcujL0c_Screen%20Shot%202017-06-28%20at%203.42.19%20PM.png (https://dl.airtable.com/f48x98ebTAq9ST6sLBQ3_sylqQ9bQQg6E0RcujL0c_Screen%2520Shot%25202017-06-28%2520at%25203.42.19%2520PM.png),"Primary darkolivegreen, Secondary wheat,  Bright High,  Contrast Low, Field Large, Genre Floral",recQptd86cUBOBEPp
900,Red Bold Stripe,RDBOFH,EfEPVRcKQ8qK4lZ0ktsD_Screen%20Shot%202018-04-10%20at%202.34.11%20PM.png (https://dl.airtable.com/uEcr2BDHQruvXZq9e84c_EfEPVRcKQ8qK4lZ0ktsD_Screen%2520Shot%25202018-04-10%2520at%25202.34.11%2520PM.png),"Primary white, Secondary crimson,  Bright High,  Contrast Low, Field Large, Genre Jewel",recQrDpLw0F2MNJiT
901,Blue floral outline,BLUFPP,uU5VcRAHSfKABKSUrZqX_Screen%20Shot%202017-12-05%20at%2012.18.46%20PM.png (https://dl.airtable.com/el7JMVMQDOCgSug6zTzA_uU5VcRAHSfKABKSUrZqX_Screen%2520Shot%25202017-12-05%2520at%252012.18.46%2520PM.png),"Primary ghostwhite, Secondary slateblue,  Bright High,  Contrast Low, Field Large, Genre Jewel",recQvuTSf1Ka45bD5
902,The Violent Femmes Plaid,VIOFEM,t4VzYq9vSpqVU5v7yZ7t_Screen%20Shot%202017-06-26%20at%202.43.51%20PM.png (https://dl.airtable.com/xojUoPNDQlmhM1W0q1Xn_t4VzYq9vSpqVU5v7yZ7t_Screen%2520Shot%25202017-06-26%2520at%25202.43.51%2520PM.png),"Primary rosybrown, Secondary dimgrey,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recQw8ZnqDsM7cRmD
903,WHATEVER TEE,WHATOU,RENp1Sw7QDSGswf52aPU_Screen%20Shot%202018-04-05%20at%202.45.57%20PM.png (https://dl.airtable.com/b6Xo6wMnQ724YgJ0TmcV_RENp1Sw7QDSGswf52aPU_Screen%2520Shot%25202018-04-05%2520at%25202.45.57%2520PM.png),"Primary snow, Secondary steelblue,  Bright High,  Contrast Low, Field Large, Genre Jewel",recQxPstBd3TvrHqb
904,The Markers Plaid,MARKIT,3NQ0iLVSearWh0SL016j_Screen%20Shot%202017-12-13%20at%2012.28.55%20PM.png (https://dl.airtable.com/p9rn3e0zSk61qAYHWhrw_3NQ0iLVSearWh0SL016j_Screen%2520Shot%25202017-12-13%2520at%252012.28.55%2520PM.png),"Primary dimgrey, Secondary oldlace,  Bright Medium,  Contrast Low, Field Medium, Genre Jewel",recQzOINAA0ofwRog
905,capricorn black,CAPRCS,iQeFlGTMSaS5S755i20Q_Screen%20Shot%202017-09-28%20at%2011.03.28%20AM.png (https://dl.airtable.com/tW4pBFRTOUOPPrO0mYFw_iQeFlGTMSaS5S755i20Q_Screen%2520Shot%25202017-09-28%2520at%252011.03.28%2520AM.png),"Primary Black, Secondary Yellow, Contrast High, Bright High, Genre Jewel",recR08wcb5bEjS83u
906,orange-ish r225 g126 b0,ORANJB,rNiZquHYTRonct7pv9db_orange-ish.jpg (https://dl.airtable.com/lMrVifJKR2myTiwJHooV_rNiZquHYTRonct7pv9db_orange-ish.jpg),"Primary darkorange,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recR0o8KcUD01iql7
907,White and Black Polka Dot,WHITAA,,,recR1yTxVHIsSokYY
908,psychadelic floral light,PSYCPB,CVTmTSZMRk64sUNFdNh2_Screen%20Shot%202017-08-16%20at%204.39.54%20PM.png (https://dl.airtable.com/gOXYoWguSaqwzZGTKDik_CVTmTSZMRk64sUNFdNh2_Screen%2520Shot%25202017-08-16%2520at%25204.39.54%2520PM.png),"Primary lightslategrey, Secondary lightsteelblue,  Bright High,  Contrast Low, Field Large, Genre Nature",recR23r9QAhsDN8WN
909,NF Border Poem 50.5 1Nike Scarf,NFBOVA,3VUB5A9SSClFuPSch9bo_1Nike%20Screen%20Shot%202018-09-28%20at%2012.03.05%20PM.jpg (https://dl.airtable.com/70WItZOSyez2YZJZdqEl_3VUB5A9SSClFuPSch9bo_1Nike%2520Screen%2520Shot%25202018-09-28%2520at%252012.03.05%2520PM.jpg),"Primary darkolivegreen, Secondary tan,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recR31swvj5Fwvabb
910,Maroon Wallflower,MAROCS,qsla1eVpTNCQh2rTMsnf_Screen%20Shot%202018-06-12%20at%2011.27.37%20AM.png (https://dl.airtable.com/HetUyI07SnWhTqXr3oPw_qsla1eVpTNCQh2rTMsnf_Screen%2520Shot%25202018-06-12%2520at%252011.27.37%2520AM.png),"Primary Brown, Secondary Gray, Field Medium, Contrast High, Bright Low, Genre Animal, Genre Nature, Genre Floral",recR4BT0q9bOSmKOl
911,The UK No9 Dress Plaid,UKNOSN,AI4OkFdIS3azNsMmVa4x_Screen%20Shot%202018-06-18%20at%201.43.24%20PM.png (https://dl.airtable.com/uVVitlRTKOwICtF9qF8w_AI4OkFdIS3azNsMmVa4x_Screen%2520Shot%25202018-06-18%2520at%25201.43.24%2520PM.png),"Genre Plaid, Primary Brown, Secondary Red, Field Medium, Contrast Low, Bright Low",recR4kE1TSB0nAPlC
912,blush,BLUSEC,kEKtbw0VTdiBtslpyFXG_Screen%20Shot%202018-10-22%20at%206.04.27%20PM.jpg (https://dl.airtable.com/AGlm0dFFSA2onq96njic_kEKtbw0VTdiBtslpyFXG_Screen%2520Shot%25202018-10-22%2520at%25206.04.27%2520PM.jpg),"Primary lightsalmon,  Bright High,  Contrast Low, Field Large, Genre Stripe",recR8pFLPs5vsTZ8n
913,Radika Shanti,RDIKAJ,2AVK9D4AQnei8J14byJj_Screen%20Shot%202017-06-16%20at%203.42.58%20PM.png (https://dl.airtable.com/qcdJsKzQS2O3G2c4xoSA_2AVK9D4AQnei8J14byJj_Screen%2520Shot%25202017-06-16%2520at%25203.42.58%2520PM.png),"Contrast High, Bright Medium, Genre Geometric, Field Large, Secondary Green, Primary Red",recR8yL4CAavRPuU3
914,Small Combs,SMALCI,eI13VAApTmG5CXI6s8Sj_Screen%20Shot%202018-12-03%20at%2012.06.42%20PM.png (https://dl.airtable.com/em1d2yR9m3PVO4lEOBfw_eI13VAApTmG5CXI6s8Sj_Screen%2520Shot%25202018-12-03%2520at%252012.06.42%2520PM.png),"Primary lavender, Secondary sandybrown,  Bright High,  Contrast Low, Field Medium, Genre Happy",recRA5f0ZzBvMqE08
915,Black Addition,BLACTC,al0l8uQtQ92skjbNfVzL_Screen%20Shot%202018-11-19%20at%206.30.52%20PM.png (https://dl.airtable.com/zL2ho0tNTeWhYgvCWIfU_al0l8uQtQ92skjbNfVzL_Screen%2520Shot%25202018-11-19%2520at%25206.30.52%2520PM.png),"Primary black, Secondary whitesmoke,  Bright Low,  Contrast Low, Field Medium, Genre Dark",recRBlIrJZuc768nC
916,ceramic a\b marble a,CRAMBH,Qbrh67dTT9Wevr88uQ0T_Screen%20Shot%202018-07-24%20at%204.33.01%20PM.jpg (https://dl.airtable.com/ba0n2SFnQ0C3HlcISkjD_Qbrh67dTT9Wevr88uQ0T_Screen%2520Shot%25202018-07-24%2520at%25204.33.01%2520PM.jpg),"Primary black, Secondary gainsboro,  Bright Low,  Contrast Medium, Field Medium, Genre Nature",recRCSHz1gMkFVBt1
917,NF Name 3Fatigue Graphic,NFNAPM,welLrKhQliT2zE8zZ4X4_3Fatigue%20Screen%20Shot%202018-09-28%20at%203.14.14%20PM.jpg (https://dl.airtable.com/Rnds1TQSZC9mIBhQzpjd_welLrKhQliT2zE8zZ4X4_3Fatigue%2520Screen%2520Shot%25202018-09-28%2520at%25203.14.14%2520PM.jpg),"Primary black, Secondary saddlebrown,  Bright Low,  Contrast Low, Field Large, Genre Jewel",recRFWShQ0EweEBRR
918,multi plaid,MULTIY,,,recRICRuIq9VfuDwy
919,Dot Lines - Cream & Black,DOTLPG,ghgBi1azSBasQn4SajkX_Screen%20Shot%202018-05-25%20at%202.36.46%20PM.jpeg (https://dl.airtable.com/ShBlCi6lTDWFZ5wSW3EP_ghgBi1azSBasQn4SajkX_Screen%2520Shot%25202018-05-25%2520at%25202.36.46%2520PM.jpeg),"Primary darkgray, Secondary linen,  Bright High,  Contrast Low, Field Large, Genre Floral",recRKCFukSkD80Tqp
920,The Checks and Balances Plaid,CHCKLN,8h4UiVTOycQ6myN296sQ_Screen%20Shot%202018-01-15%20at%203.11.17%20PM.png (https://dl.airtable.com/bwejRziTnaOUiE3JeyjY_8h4UiVTOycQ6myN296sQ_Screen%2520Shot%25202018-01-15%2520at%25203.11.17%2520PM.png),"Primary whitesmoke, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Dark",recRMj6TFNUBmjIwc
