,Color_Name_,Color_Code,IMAGE,TAG: Color,id
785,The Song Of Solomon Plaid,SONGBE,kED8WqNsRvCzItq3TMhP_Screen%20Shot%202017-09-05%20at%205.04.34%20PM.png (https://dl.airtable.com/2EpRY4JQKyIZnjpgb7FA_kED8WqNsRvCzItq3TMhP_Screen%2520Shot%25202017-09-05%2520at%25205.04.34%2520PM.png),"Primary maroon, Secondary darkgoldenrod,  Bright Medium,  Contrast Low, Field Large, Genre Stripe",recNpB6v3UNco1xIl
786,The Lucy Van Pelt Plaid,LUCYMM,IvIv19NST20P5nPM08dQ_Screen%20Shot%202018-02-27%20at%2011.22.53%20AM.png (https://dl.airtable.com/SOVjeDFSTsegsupBq3QN_IvIv19NST20P5nPM08dQ_Screen%2520Shot%25202018-02-27%2520at%252011.22.53%2520AM.png),"Genre Plaid, Primary Blue, Secondary Black, Field Large, Contrast High, Bright Medium",recNqWedE3lSEYWdS
787,The Spencer Tracy Plaid,SPNCRQ,EGuaUieSKKjAa4HPnMBQ_Screen%20Shot%202017-07-07%20at%202.57.59%20PM.png (https://dl.airtable.com/BCBTq240SOWUVTg8hP0b_EGuaUieSKKjAa4HPnMBQ_Screen%2520Shot%25202017-07-07%2520at%25202.57.59%2520PM.png),"Genre Plaid, Primary Gray, Field Large, Bright Low, Contrast Low",recNr40NJd95MpA3a
788,NIGHT POPPY,NIGHRE,X9ia5CkFT0aSNfRg3dTa_Screen%20Shot%202018-09-17%20at%203.55.57%20PM.png (https://dl.airtable.com/gaGq7bmfRxKqvwyQq5Zi_X9ia5CkFT0aSNfRg3dTa_Screen%2520Shot%25202018-09-17%2520at%25203.55.57%2520PM.png),Primary Black,recNsrdWqFRxiNrfY
789,The Debut Plaid,DBUTOK,murbrLDuSMWEdPM8bfHP_Screen%20Shot%202017-09-05%20at%206.03.45%20PM.png (https://dl.airtable.com/jl7Pw7hSQ6oYBYw7Kpnc_murbrLDuSMWEdPM8bfHP_Screen%2520Shot%25202017-09-05%2520at%25206.03.45%2520PM.png),"Genre Plaid, Primary Gray, Field Medium, Contrast Low, Bright Low",recNuibIokgc4V3Vg
790,The Military Brown Paradox Plaid,MILIZZ,D7IuHgmSTcG7305B2VXy_Screen%20Shot%202018-07-13%20at%203.44.54%20PM.png (https://dl.airtable.com/B37U6rVYS16E6BCNSmxE_D7IuHgmSTcG7305B2VXy_Screen%2520Shot%25202018-07-13%2520at%25203.44.54%2520PM.png),"Primary Brown, Field Solid, Bright Low",recNvTdzCJhrZdTrI
791,sagittarius red,SAGIHF,si9pHblSRNazCAJqMTUa_Screen%20Shot%202017-09-28%20at%2011.04.24%20AM.png (https://dl.airtable.com/VrdGKMkjQYCBRNmdYe1G_si9pHblSRNazCAJqMTUa_Screen%2520Shot%25202017-09-28%2520at%252011.04.24%2520AM.png),"Primary Red, Secondary Yellow, Field Large, Contrast High, Bright High, Genre Jewel",recNxBW8J5dCwwFxa
792,RAISIN JOGGER,RAISHP,BpAGleN8TyScJ9WdPvMO_Screen%20Shot%202018-05-29%20at%205.42.25%20PM.png (https://dl.airtable.com/WXHt376TmeJZIfpCHUO5_BpAGleN8TyScJ9WdPvMO_Screen%2520Shot%25202018-05-29%2520at%25205.42.25%2520PM.png),"Primary ghostwhite, Secondary black,  Bright Medium,  Contrast Medium, Field Large, Genre Jewel",recNyQSu81mPK5EPN
793,Sunset Pink,SUNSWN,R9nrl9LpTDyaFZRklCWD_Screen%20Shot%202018-04-30%20at%201.56.59%20PM.png (https://dl.airtable.com/3b9aawBQAKGZSqjAc7Kg_R9nrl9LpTDyaFZRklCWD_Screen%2520Shot%25202018-04-30%2520at%25201.56.59%2520PM.png),"Primary indianred,  Bright Medium,  Contrast Low, Field Medium, Genre Floral",recNyj4rbFdev7mQb
794,PASTEL STAR NAVY,PASTGC,yNf46wKpQiGCoCtxz3bg_Screen%20Shot%202018-08-21%20at%205.46.33%20PM.png (https://dl.airtable.com/QJMAEDTDR6ijTLtOsPFy_yNf46wKpQiGCoCtxz3bg_Screen%2520Shot%25202018-08-21%2520at%25205.46.33%2520PM.png),"Primary midnightblue, Secondary lightgray,  Bright Low,  Contrast Low, Field Medium, Genre Nature",recNzH4ySOcFVXfAi
795,The Wrangler Blue Albers Gingham Plaid,WRANMI,Cepkf2HTRKwtf1vtYM1g_plaid-12.png (https://dl.airtable.com/kySA4gRRF2FwkdB8fIUS_Cepkf2HTRKwtf1vtYM1g_plaid-12.png),"Genre Plaid, Primary Yellow, Secondary Blue, Field Small, Field Medium, Bright Low",recO3G8Mx7EnduPq6
796,Olive in SGT19,TRGN4B,tyAwL44tTAiQFxVqFd6A_Screen%20Shot%202017-05-11%20at%2011.17.42%20AM.png (https://dl.airtable.com/4DsZItsuQtmmZNK4Sf9C_tyAwL44tTAiQFxVqFd6A_Screen%2520Shot%25202017-05-11%2520at%252011.17.42%2520AM.png),"Primary darkolivegreen,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recO4gp40pEFh9jXj
797,The Evil Picnic Plaid,VILPIQ,VDRONiptQNKqrjJ8ygAL_Screen%20Shot%202017-06-13%20at%204.15.57%20PM.png (https://dl.airtable.com/AJY5iIB6SzeTMMKEDTui_VDRONiptQNKqrjJ8ygAL_Screen%2520Shot%25202017-06-13%2520at%25204.15.57%2520PM.png),"Genre Plaid, Primary Red, Secondary Black, Field Medium, Contrast High, Bright Medium",recO4rML94vjRf2DW
798,Teacher's Pet Polka,SHADOT,EVa41ulReVMY5QlDSSsA_Screen%20Shot%202017-06-28%20at%201.48.07%20PM.png (https://dl.airtable.com/Nx95KO3vSQ6yA1FgXx6A_EVa41ulReVMY5QlDSSsA_Screen%2520Shot%25202017-06-28%2520at%25201.48.07%2520PM.png),"Primary Pink, Secondary White, Field Small, Contrast High, Bright High, Genre Geometric",recO5ssQfTGl27nrM
799,Composition C,COMPQX,VZdSGf8aQReOue5xmfB5_Screen%20Shot%202018-07-24%20at%2012.15.12%20PM.jpg (https://dl.airtable.com/2agCHyiZQIGsBqjAPaW6_VZdSGf8aQReOue5xmfB5_Screen%2520Shot%25202018-07-24%2520at%252012.15.12%2520PM.jpg),"Primary gainsboro, Secondary darkslategray,  Bright High,  Contrast Low, Field Large, Genre Floral",recO6177cW51bdMUV
800,The Psychocandy Plaid,PSYCGP,Y91tIvcERV2cGsmkFKcO_Screen%20Shot%202018-01-03%20at%202.41.21%20PM.png (https://dl.airtable.com/2nyW9xmQHiQgRKQsTUCl_Y91tIvcERV2cGsmkFKcO_Screen%2520Shot%25202018-01-03%2520at%25202.41.21%2520PM.png),"Primary brown, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, Genre Animal",recO6eorVIQT95Qpw
801,The Lumberjack Sunrise Plaid,LUMBOQ,PHWY187LTxeUUk08kPt9_Screen%20Shot%202018-01-22%20at%2012.43.08%20PM.png (https://dl.airtable.com/vpNLM84QRaNpTBgTBfmd_PHWY187LTxeUUk08kPt9_Screen%2520Shot%25202018-01-22%2520at%252012.43.08%2520PM.png),"Primary burlywood, Secondary dimgrey,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recO8S1qlbXa22r9D
802,Bubblegum Stripe,BUBBMA,xh5DHX2kRgm99AmC7ISz_Screen%20Shot%202018-01-26%20at%201.22.11%20PM.png (https://dl.airtable.com/UsgGXxdtTgybwEmpiIUH_xh5DHX2kRgm99AmC7ISz_Screen%2520Shot%25202018-01-26%2520at%25201.22.11%2520PM.png),"Primary Pink, Secondary White, Field Small, Contrast Medium, Bright Medium, Genre Stripe",recOAJxrHXRJQqQ0U
803,The Pink Flag Plaid,PINKTZ,koAOX63JR9KrZame0QXb_Screen%20Shot%202018-03-19%20at%204.15.15%20PM.png (https://dl.airtable.com/MpsLMtmFSGpfw8KpGHsD_koAOX63JR9KrZame0QXb_Screen%2520Shot%25202018-03-19%2520at%25204.15.15%2520PM.png),"Primary lightsteelblue, Secondary dimgrey,  Bright Medium,  Contrast Low, Field Medium, Genre Floral",recOCo4K4B7hrZ0aW
804,GUSSET BRUSXY,GUSSUW,uXDbgKf4SUmAGCxZmG9V_GUSSET%20BRUSXY.JPG (https://dl.airtable.com/54JWaw6FTjiKDg3i8ueA_uXDbgKf4SUmAGCxZmG9V_GUSSET%2520BRUSXY.JPG),"Primary snow, Secondary black,  Bright Medium,  Contrast Medium, Field Large, Genre Jewel",recODwvXm6POfx5Q0
805,RAW r255g255b255,RAWRXZ,Ii1zSLKnQ1GapZDJeKoZ_Screen%20Shot%202018-09-14%20at%204.44.31%20PM.jpg (https://dl.airtable.com/fNRVFb2TRuf4XR1NkjGe_Ii1zSLKnQ1GapZDJeKoZ_Screen%2520Shot%25202018-09-14%2520at%25204.44.31%2520PM.jpg),"Primary white,  Bright High,  Contrast Low, Field Large, Genre Jewel",recOEO02qtS2G7eY7
806,suspender gray,SUSPSB,Agfa9mRXKZDnfkGyb5Iw_Unknown-1.png (https://dl.airtable.com/eMxt1IISUmpeKjYJrNgC_Agfa9mRXKZDnfkGyb5Iw_Unknown-1.png),"Primary Gray, Field Solid, Bright Low",recOFDNsuYJ9HaOOO
807,Own a Fucking Mountain Inverted ,OWNAYX,qpG780P9TNS9eHxE3QuQ_own%20a%20fucking%20mountain%20inverted.JPG (https://dl.airtable.com/GrVGn1R6uFSvChZfLDtA_qpG780P9TNS9eHxE3QuQ_own%2520a%2520fucking%2520mountain%2520inverted.JPG),"Field Large, Contrast High, Contrast Medium, Genre Animation, Primary White, Secondary Black",recOGi244twncCEYl
808,Petal Wings,HOLIDG,CgQpXTdFTJil8MphKa4h_Screen%20Shot%202017-06-15%20at%204.01.25%20PM.png (https://dl.airtable.com/qKFaJKPCRnyJBrKU1gGA_CgQpXTdFTJil8MphKa4h_Screen%2520Shot%25202017-06-15%2520at%25204.01.25%2520PM.png),"Contrast Medium, Bright Low, Genre Floral, Field Small, Secondary White, Primary Black",recOGsUitiiE7W9WI
809,Cherry Polka Dots,CHRRZK,jwf54Y1TTSVAn7hBr07S_RTR_cherry%20polka.JPG (https://dl.airtable.com/pX4JpZsRGG8UWCEviWa4_jwf54Y1TTSVAn7hBr07S_RTR_cherry%2520polka.JPG),"Primary snow, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Nature",recOKt8tKe24J8ztZ
810,Royal Blue Hello My Name,ROYADI,Lp2hCuUwSoWbPLzvhiK2_Screen%20Shot%202018-03-13%20at%202.05.47%20PM.png (https://dl.airtable.com/Kwx6uskISxOo0vAOZuKZ_Lp2hCuUwSoWbPLzvhiK2_Screen%2520Shot%25202018-03-13%2520at%25202.05.47%2520PM.png),"Primary blue,  Bright Low,  Contrast Low, Field Large, ",recOLyDolTWFlfNQv
811,The Stranger Plaid,STRANG,LnGoGZtFSwWiVfciMPjD_Screen%20Shot%202017-05-08%20at%2012.47.54%20PM.png (https://dl.airtable.com/rvVCJ38TMK5WTC7ylRUg_LnGoGZtFSwWiVfciMPjD_Screen%2520Shot%25202017-05-08%2520at%252012.47.54%2520PM.png),"Genre Plaid, Primary Charcoal, Secondary Green, Field Large, Contrast Medium, Bright Medium",recON7ROUx6GEHaBL
812,The Donnie Darko Plaid,DONNBO,IWWOqpRT6Dq8cRkMV1hg_Screen%20Shot%202018-11-26%20at%202.38.59%20PM.png (https://dl.airtable.com/zL84xXT1Qwa8YgFk0wI5_IWWOqpRT6Dq8cRkMV1hg_Screen%2520Shot%25202018-11-26%2520at%25202.38.59%2520PM.png),"Primary lightsteelblue, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recOQx3d46DLJPDpP
813,TRIPPY MINI STARS,TRIPBF,L984EkkLQQiI2n60oY9S_Screen%20Shot%202017-12-22%20at%205.44.50%20PM.png (https://dl.airtable.com/K8Mo13cYQByoXwzlQwik_L984EkkLQQiI2n60oY9S_Screen%2520Shot%25202017-12-22%2520at%25205.44.50%2520PM.png),"Primary silver, Secondary darkslateblue,  Bright Medium,  Contrast Low, Field Medium, Genre Stripe",recOU6eED2RX7MG1B
814,TEST 04,TST0HW,CnBxW649S1mnBukUipxA_TEST%2004.png (https://dl.airtable.com/TODqEmT9QQq7bGVzDRlG_CnBxW649S1mnBukUipxA_TEST%252004.png),"Primary darkslateblue, Secondary silver,  Bright Medium,  Contrast Low, Field Large, Genre Plaid",recOUcxKXoad1i412
815,The Rerun Plaid,RRUNXQ,QphF6dLGQ2yiqUCDVKAb_Screen%20Shot%202018-02-19%20at%202.15.39%20PM.png (https://dl.airtable.com/vHQcMoMTLeBAyKyAVBTw_QphF6dLGQ2yiqUCDVKAb_Screen%2520Shot%25202018-02-19%2520at%25202.15.39%2520PM.png),"Genre Plaid, Primary Green, Primary Orange, Contrast Medium, Bright High, Field Large",recOUjCvcAjnWFuKQ
816,Boombox Droolin Pillow,BOOMOV,XP1ZBDTamNDL1xmqSgON_BDpillow.png (https://dl.airtable.com/72ioGMRWubAvMs63D7Hg_XP1ZBDTamNDL1xmqSgON_BDpillow.png),"Primary dimgrey, Secondary snow,  Bright High,  Contrast Low, Field Large, Genre Jewel",recOX3apVRE7r7wxZ
817,are we not men v2,ARWNCT,mMmtoxd3TvyLKkj6jsEk_Screen%20Shot%202018-08-14%20at%203.38.54%20PM.jpg (https://dl.airtable.com/uXLFZv5T5OX3LeapqiHv_mMmtoxd3TvyLKkj6jsEk_Screen%2520Shot%25202018-08-14%2520at%25203.38.54%2520PM.jpg),"Primary darkslategray, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recObMmKox5osO7I1
818,TEAL IN SGT19,TRGN1A,5WZBKBsdQ8C1lNtLkqoG_Screen%20Shot%202017-05-18%20at%205.29.34%20PM.png (https://dl.airtable.com/h5Bh15wQkyuC4Yt7hOkS_5WZBKBsdQ8C1lNtLkqoG_Screen%2520Shot%25202017-05-18%2520at%25205.29.34%2520PM.png),"Primary seagreen,  Bright Medium,  Contrast Low, Field Medium, Genre Stripe",recOcqWjQRTFZ7Ojq
819,pink,PINKRH,MZbqydyGTG2WRec4dsQE_Screen%20Shot%202018-10-18%20at%203.16.40%20PM.jpg (https://dl.airtable.com/dFtLbEruTeiQxDjFe83I_MZbqydyGTG2WRec4dsQE_Screen%2520Shot%25202018-10-18%2520at%25203.16.40%2520PM.jpg),"Primary mediumvioletred,  Bright Low,  Contrast Low, Field Medium, Genre Stripe",recOe30bORecJlgo0
820,Words ,WORDYV,,,recOeAt03WUpVip3O
821,The Strangeways Here We Come Plaid,STRAXL,TsOFGZvlQb2cIgFdlrNo_Screen%20Shot%202018-03-19%20at%204.27.08%20PM.png (https://dl.airtable.com/Z0IIulCjSVSeiBXJ6RS0_TsOFGZvlQb2cIgFdlrNo_Screen%2520Shot%25202018-03-19%2520at%25204.27.08%2520PM.png),"Primary grey, Secondary antiquewhite,  Bright High,  Contrast Low, Field Large, Genre Floral",recOfIt4DoFhPcpgk
822,Birds and Fleurs,BIRDRC,GCGG6VBVTj6bSV39UfUS_Screen%20Shot%202017-08-18%20at%202.56.53%20PM.png (https://dl.airtable.com/zESCMjUUSvWqrGWmHdm4_GCGG6VBVTj6bSV39UfUS_Screen%2520Shot%25202017-08-18%2520at%25202.56.53%2520PM.png),"Primary Ivory, Secondary Blue, Field Medium, Contrast Medium, Bright Medium, Genre Animal, Genre Nature",recOfSQBNNeh3vuUe
823,RAISIN CREW,RAISBM,iiwPvaSBQQyeyKSk6InQ_Screen%20Shot%202018-05-29%20at%205.42.29%20PM.png (https://dl.airtable.com/B14uXUgbTCEAdKzTNeBr_iiwPvaSBQQyeyKSk6InQ_Screen%2520Shot%25202018-05-29%2520at%25205.42.29%2520PM.png),"Primary snow, Secondary darkslategray,  Bright Medium,  Contrast Medium, Field Large, Genre Geometric",recOfisKYnTWxY1x6
824,Aveline,ONFORN,agEwCKQjTT6RdhR4dyg8_Screen%20Shot%202017-07-14%20at%2010.12.14%20AM.png (https://dl.airtable.com/cHvADEVhRPGZnNKSEydX_agEwCKQjTT6RdhR4dyg8_Screen%2520Shot%25202017-07-14%2520at%252010.12.14%2520AM.png),"Contrast Medium, Bright Low, Genre Floral, Field Small, Secondary Blue, Primary Green",recOgKf5cNcruHeEt
825,Jet Black ,JTBLPZ,XOqCRu3SQ52Q38v75fWt_Screen%20Shot%202018-05-16%20at%205.43.39%20PM.png (https://dl.airtable.com/S3jiuPdORXyyrEwKS2Um_XOqCRu3SQ52Q38v75fWt_Screen%2520Shot%25202018-05-16%2520at%25205.43.39%2520PM.png),"Primary black,  Bright Low,  Contrast Low, Field Large, Genre Animation",recOh9qEw9fqh7N4M
826,TEAL PAINT STROKE,PNTSWT,1dhjLNK8TTSTql2a7ZLl_Screen%20Shot%202017-06-19%20at%2010.29.02%20AM.png (https://dl.airtable.com/5qF3j1eNT6q5w12Jdbed_1dhjLNK8TTSTql2a7ZLl_Screen%2520Shot%25202017-06-19%2520at%252010.29.02%2520AM.png),"Primary darkslategray, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Nature",recOhwtX3zzD2fxwZ
827,The Charlie Brown Plaid Large,CHARSF,e0qK3c7zQfSpBAYAUa33_Screen%20Shot%202018-02-19%20at%202.13.28%20PM.png (https://dl.airtable.com/ad9n73aRZSRj1Yo5ivt4_e0qK3c7zQfSpBAYAUa33_Screen%2520Shot%25202018-02-19%2520at%25202.13.28%2520PM.png),"Primary sandybrown, Secondary saddlebrown,  Bright Medium,  Contrast Low, Field Large, Genre Happy",recOjY43x6k2NH1Qv
828,The Psycho Candy Plaid,PSYCVA,JSfxGLcoRVap3k9c6Bsk_Screen%20Shot%202018-06-12%20at%203.13.51%20PM.png (https://dl.airtable.com/wOzVTTEJTKaHHLz5iKKP_JSfxGLcoRVap3k9c6Bsk_Screen%2520Shot%25202018-06-12%2520at%25203.13.51%2520PM.png),"Genre Plaid, Primary Red, Secondary Ivory, Field Large, Contrast Medium, Bright High",recOlTwinwZpXHDCn
829,Words,WORDSGW,t34F9xx4TkSfc4gwVk30_WORDS%20PRINT.pdf (https://dl.airtable.com/UK48fbEcQOWZmcA0lFyR_t34F9xx4TkSfc4gwVk30_WORDS%2520PRINT.pdf),,recOlaxnshPSUNY1B
830,The Yale University Plaid,YALUNO,xo42Ba0jSUeItgKSgXNY_Screen%20Shot%202017-05-24%20at%204.40.37%20PM.png (https://dl.airtable.com/26cOSqm2S4eE88LG7Foq_xo42Ba0jSUeItgKSgXNY_Screen%2520Shot%25202017-05-24%2520at%25204.40.37%2520PM.png),"Primary darkgray, Secondary midnightblue,  Bright Medium,  Contrast Low, Field Large, Genre Geometric",recOoc0wInHFlSiG2
831,Dot Lines Black on Jazberry,DOTLVM,jgvqV6n1TACWH9lyTAuA_Screen%20Shot%202018-06-21%20at%205.35.04%20PM.jpg (https://dl.airtable.com/LijSEDocTnW1H9ylssAC_jgvqV6n1TACWH9lyTAuA_Screen%2520Shot%25202018-06-21%2520at%25205.35.04%2520PM.jpg),"Primary maroon, Secondary crimson,  Bright Low,  Contrast Low, Field Large, Genre Floral",recOrrEhzi5jJgASu
832,Gia Morella ,GIAMOR,B1CM1zS6SFONFXoOPjhw_Screen%20Shot%202017-06-28%20at%201.37.32%20PM.png (https://dl.airtable.com/j8TbseuTSFmxJK06qSic_B1CM1zS6SFONFXoOPjhw_Screen%2520Shot%25202017-06-28%2520at%25201.37.32%2520PM.png),"Primary white, Secondary black,  Bright High,  Contrast Medium, Field Large, Genre Jewel",recOtnHqJ1hsDzSty
833,LA FEDORA,LAFEDO,TqwpalrJTSScJmUvQCNT_Screen%20Shot%202017-06-28%20at%204.38.15%20PM.png (https://dl.airtable.com/5SIOANQ9TgOWRXstt3UT_TqwpalrJTSScJmUvQCNT_Screen%2520Shot%25202017-06-28%2520at%25204.38.15%2520PM.png),"Primary saddlebrown, Secondary darkslategray,  Bright Low,  Contrast Low, Field Medium, Genre Plaid",recOvvdTmg8kjKpaV
834,Slate Collage,SLATVU,38dSMPlKSOAQoja3TjoI_Screen%20Shot%202017-12-13%20at%203.33.43%20PM.png (https://dl.airtable.com/ZAicqX1NQAWQbv0SN0Ua_38dSMPlKSOAQoja3TjoI_Screen%2520Shot%25202017-12-13%2520at%25203.33.43%2520PM.png),"Primary lightslategrey, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Stripe",recOwkTuD85UPaJ6x
835,Blue Glass Poppies ,BLUGVZ,44gbAjcsTFmzCjlXIzjT_Screen%20Shot%202018-07-05%20at%204.01.27%20PM.png (https://dl.airtable.com/5M1QHGSjToqc24tAC5Bu_44gbAjcsTFmzCjlXIzjT_Screen%2520Shot%25202018-07-05%2520at%25204.01.27%2520PM.png),"Primary Blue, Secondary Gray, Field Small, Contrast Low, Bright Low, Genre Floral",recOyB2U5HqGXzuNF
836,Pink Polka Dot,PINKEW,K9sUDUGHTx4bEK3gf89g_Screen%20Shot%202018-11-14%20at%209.31.27%20PM.png (https://dl.airtable.com/BkZxTvNSRhq1gqJZ3Mqp_K9sUDUGHTx4bEK3gf89g_Screen%2520Shot%25202018-11-14%2520at%25209.31.27%2520PM.png),"Primary brown, Secondary black,  Bright Low,  Contrast Low, Field Large, Genre Jewel",recOyOCPv230TKRd5
837,NF Contact Sheet Graphic ,NFCOAJ,vtrvtz5XR6uW0iIXqaqv_Contact%20Sheet%20Screen%20Shot%202018-10-18%20at%2012.04.12%20PM.jpg (https://dl.airtable.com/2p8pYPeZS9qKFfduhdU8_vtrvtz5XR6uW0iIXqaqv_Contact%2520Sheet%2520Screen%2520Shot%25202018-10-18%2520at%252012.04.12%2520PM.jpg),"Primary black, Secondary whitesmoke,  Bright Medium,  Contrast Medium, Field Medium, Genre Happy",recOzmhNDK3xCjcdM
838,Floral V2 E 75% Smaller,FLORJF,iMZsKF4MTRiV7oAhyxFu_Screen%20Shot%202018-07-24%20at%2012.55.48%20PM.jpg (https://dl.airtable.com/TK7Fw63jTnUoyPYwz66D_iMZsKF4MTRiV7oAhyxFu_Screen%2520Shot%25202018-07-24%2520at%252012.55.48%2520PM.jpg),"Primary black, Secondary brown,  Bright Low,  Contrast Low, Field Medium, Genre Floral",recP1sxB4KD2mzNV7
839,Night Tiger ,NIGHWU,ujSQSXmrTh6CsWHMhAjB_Screen%20Shot%202018-06-22%20at%2010.32.45%20AM.png (https://dl.airtable.com/GuGIFNDVSxagExg8Xt9D_ujSQSXmrTh6CsWHMhAjB_Screen%2520Shot%25202018-06-22%2520at%252010.32.45%2520AM.png),"Primary Black, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Animal",recP3VLIRUCj44Zb6
840,HELLO DOTTY CM2001 BLOCK PLACEMENT ,HLLODW,RL0yS8lBSXUqpcbKHNEQ_Screen%20Shot%202018-07-24%20at%204.54.23%20PM.png (https://dl.airtable.com/f6MbelIGRviPnmQn7jsn_RL0yS8lBSXUqpcbKHNEQ_Screen%2520Shot%25202018-07-24%2520at%25204.54.23%2520PM.png),"Primary lavender, Secondary midnightblue,  Bright High,  Contrast Medium, Field Large, Genre Jewel",recP4yuiKXSU4oCTT
841,The Old Man and the Sea Plaid,OLDMYI,TJ9675wISLKSHgv8u17j_Screen%20Shot%202018-01-29%20at%2011.42.09%20AM.png (https://dl.airtable.com/93WLajCfSD2iWvEkhrcg_TJ9675wISLKSHgv8u17j_Screen%2520Shot%25202018-01-29%2520at%252011.42.09%2520AM.png),"Genre Plaid, Primary Blue, Secondary Brown, Field Medium, Contrast Medium, Bright Low",recP8DprEbDdu4T4Q
842,White and Black Stripe,WHITAY,,,recP8KYEwOVMeFfoJ
843,GUSSET UKNOSN,GUSSVH,LUP38bN7Tm2QF8KTtUyi_GUSSET%20UKNOSN.JPG (https://dl.airtable.com/wPbciJw6RGSXmTw1ZwY7_LUP38bN7Tm2QF8KTtUyi_GUSSET%2520UKNOSN.JPG),"Primary snow, Secondary black,  Bright Medium,  Contrast Medium, Field Large, Genre Jewel",recPCdp7Sbs8KpSkM
844,Kalima,KALIMA,Kiz9jtNSyw0cxmtHRKiQ_Screen%20Shot%202017-08-29%20at%2012.29.45%20PM.png (https://dl.airtable.com/ExQnTBw5STevWXWwdwvA_Kiz9jtNSyw0cxmtHRKiQ_Screen%2520Shot%25202017-08-29%2520at%252012.29.45%2520PM.png),"Primary Blue, Secondary Ivory, Field Small, Contrast Medium, Bright Medium, Genre Geometric",recPH1K2BfJKTSL9M
845,The Marcie Plaid,MARCGS,AI6KyP2wSWGyPmmX30AF_Screen%20Shot%202018-06-18%20at%203.32.08%20PM.png (https://dl.airtable.com/fUMMSDKYQbGIWVpW7nF1_AI6KyP2wSWGyPmmX30AF_Screen%2520Shot%25202018-06-18%2520at%25203.32.08%2520PM.png),"Genre Plaid, Primary Orange, Secondary Gray, Field Large, Contrast Low, Bright Medium",recPJjyYPHQoIPg7r
846,Camilla Windsor,CAMLSW,V3ResQl3TeuLplzzcwcu_Screen%20Shot%202017-07-14%20at%2010.12.45%20AM.png (https://dl.airtable.com/zv9RxqTeRMKMoTZlGGKO_V3ResQl3TeuLplzzcwcu_Screen%2520Shot%25202017-07-14%2520at%252010.12.45%2520AM.png),"Primary Black, Secondary Beige, Field Medium, Contrast Medium, Bright Low, Genre Stripe",recPKRkISVo5x0Gpa
847,gusset pigpen,GUSSHW,rZ7WrJXGQSmeqpcSLFhO_Screen%20Shot%202018-11-14%20at%204.11.17%20PM.png (https://dl.airtable.com/0AF2RZuBRA2O1Wq8ACGL_rZ7WrJXGQSmeqpcSLFhO_Screen%2520Shot%25202018-11-14%2520at%25204.11.17%2520PM.png),"Primary goldenrod,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recPMniPFvxrwn16T
848,The Art i ficial Plaid,ARTIWA,HvRtlq5QgK58P2oN5YTp_Screen%20Shot%202018-03-19%20at%204.35.43%20PM.png (https://dl.airtable.com/tL9vVBkpRDqhsxlJ4bYE_HvRtlq5QgK58P2oN5YTp_Screen%2520Shot%25202018-03-19%2520at%25204.35.43%2520PM.png),"Primary sienna, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, Genre Geometric",recPMt6Va2ndZaF2E
849,AUDI PLAID,AUDIPL,PREJ8DBQxygR2EDTritM_Screen%20Shot%202017-09-05%20at%2012.34.53%20PM.png (https://dl.airtable.com/v9XrgYFIQIOcpFhHz0xI_PREJ8DBQxygR2EDTritM_Screen%2520Shot%25202017-09-05%2520at%252012.34.53%2520PM.png),"Genre Plaid, Primary Pink, Secondary Black, Field Large, Contrast High, Bright Medium",recPNBsTEGO7E8zBr
850,White Mosaic,WHITVP,ZcOhdfx5S7mCOISdeklZ_Screen%20Shot%202018-04-19%20at%2012.00.22%20PM.png (https://dl.airtable.com/XbTbb9wEQquhF6Jhai1I_ZcOhdfx5S7mCOISdeklZ_Screen%2520Shot%25202018-04-19%2520at%252012.00.22%2520PM.png),"Primary White, Secondary Blue, Field Small, Contrast Medium, Bright Low, Genre Trompe L'oeil",recPP3XUVjj0lR22s
851,brusow\dotlbp\dotlpg,BRUSQP,3cjguAkTyiWhXHsKhTZw_Screen%20Shot%202018-07-24%20at%204.30.23%20PM.jpg (https://dl.airtable.com/fImUU2ZkTv6hDS1HtArw_3cjguAkTyiWhXHsKhTZw_Screen%2520Shot%25202018-07-24%2520at%25204.30.23%2520PM.jpg),"Primary black, Secondary lightgray,  Bright Low,  Contrast Medium, Field Medium, Genre Floral",recPPV0HgPkiE4lWs
852,The Red Valentine Gray,RDVASZ,18EGtuq8SFy2kKQv9PKY_Screen%20Shot%202018-12-03%20at%202.10.04%20PM.png (https://dl.airtable.com/kzAqEH8YTXePdO7Omd5J_18EGtuq8SFy2kKQv9PKY_Screen%2520Shot%25202018-12-03%2520at%25202.10.04%2520PM.png),"Primary dimgrey,  Bright Medium,  Contrast Low, Field Large, Genre Animal",recPQUmhddWwddkon
